,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,78.0,162.0,169.0,36.0,18.0,10.0,3.0,5.0,17.0,19.0,5.0,0.0,24.0,1.0,1.0,0.0,7.0,0.0,0.0,0.222,3.0,14.2,0.21,0.249,0.414,0.662,0.191,0.231,15.0,-5.8,0.278,71.0
1,Total,Away,54.0,116.0,122.0,26.0,15.0,6.0,1.0,4.0,18.0,19.0,5.0,0.0,30.0,1.0,0.0,0.0,4.0,0.0,0.0,0.224,4.1,24.6,0.17,0.262,0.397,0.659,0.172,0.268,11.0,-4.0,0.281,69.0
