,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,447.0,1602.0,1755.0,435.0,317.0,77.0,13.0,28.0,203.0,173.0,123.0,7.0,150.0,14.0,11.0,5.0,60.0,36.0,9.0,0.272,7.0,8.5,0.82,0.327,0.388,0.715,0.117,0.284,197.0,-3.7,0.312,99.0
1,Total,Away,452.0,1736.0,1870.0,460.0,340.0,82.0,9.0,29.0,176.0,168.0,106.0,7.0,170.0,6.0,17.0,5.0,56.0,17.0,13.0,0.265,5.7,9.1,0.62,0.307,0.373,0.679,0.108,0.277,185.0,-28.8,0.296,84.0
