,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,65.0,245.0,256.0,77.0,41.0,23.0,0.0,13.0,41.0,45.0,10.0,1.0,40.0,0.0,1.0,0.0,4.0,1.0,0.0,0.314,3.9,15.6,0.25,0.34,0.567,0.907,0.253,0.332,44.0,13.8,0.381,142.0
1,Total,Away,60.0,232.0,248.0,68.0,41.0,16.0,2.0,9.0,28.0,33.0,11.0,1.0,44.0,3.0,2.0,0.0,3.0,2.0,1.0,0.293,4.4,17.7,0.25,0.331,0.496,0.826,0.203,0.326,36.0,7.0,0.35,122.0
