,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,976.0,3536.0,3960.0,1033.0,704.0,220.0,3.0,106.0,450.0,569.0,355.0,54.0,410.0,28.0,41.0,0.0,129.0,5.0,3.0,0.292,9.0,10.4,0.87,0.358,0.446,0.804,0.154,0.303,546.0,80.0,0.347,114.0
1,Total,Away,979.0,3701.0,4141.0,1104.0,767.0,200.0,0.0,137.0,459.0,598.0,372.0,65.0,472.0,25.0,43.0,0.0,132.0,2.0,4.0,0.298,9.0,11.4,0.79,0.362,0.463,0.826,0.165,0.308,597.0,109.9,0.354,120.0
