,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,214.0,394.0,429.0,99.0,55.0,28.0,5.0,11.0,41.0,41.0,27.0,3.0,86.0,7.0,1.0,0.0,3.0,2.0,0.0,0.251,6.3,20.0,0.31,0.31,0.431,0.741,0.18,0.295,50.0,-0.1,0.317,98.0
3,Total,vs R as R,494.0,1519.0,1639.0,439.0,301.0,83.0,11.0,44.0,114.0,194.0,86.0,4.0,282.0,18.0,13.0,1.0,42.0,16.0,5.0,0.289,5.2,17.2,0.3,0.332,0.445,0.777,0.156,0.328,214.0,21.8,0.333,109.0
4,Total,vs L,223.0,394.0,429.0,99.0,55.0,28.0,5.0,11.0,65.0,41.0,27.0,3.0,86.0,7.0,1.0,0.0,3.0,5.0,2.0,0.251,6.3,20.0,0.31,0.31,0.431,0.741,0.18,0.295,50.0,-0.1,0.317,98.0
5,Total,vs R,496.0,1519.0,1639.0,439.0,301.0,83.0,11.0,44.0,177.0,194.0,86.0,4.0,282.0,18.0,13.0,1.0,42.0,26.0,10.0,0.289,5.2,17.2,0.3,0.332,0.445,0.777,0.156,0.328,214.0,21.8,0.333,109.0
