,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,240.0,699.0,758.0,158.0,102.0,38.0,1.0,17.0,52.0,80.0,39.0,4.0,199.0,6.0,6.0,8.0,13.0,0.0,0.0,0.226,5.1,26.3,0.2,0.271,0.356,0.627,0.13,0.288,60.0,-27.7,0.271,73.0
1,Total,Away,232.0,699.0,765.0,151.0,103.0,24.0,1.0,23.0,58.0,84.0,47.0,6.0,208.0,9.0,4.0,6.0,13.0,1.0,1.0,0.216,6.1,27.2,0.23,0.273,0.352,0.625,0.136,0.271,60.0,-27.7,0.273,67.0
