,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,183.0,712.0,785.0,211.0,138.0,49.0,6.0,18.0,98.0,88.0,54.0,2.0,112.0,9.0,8.0,2.0,12.0,36.0,10.0,0.296,6.9,14.3,0.48,0.35,0.458,0.808,0.162,0.327,111.0,17.6,0.345,114.0
1,Total,Away,171.0,694.0,747.0,202.0,145.0,40.0,4.0,13.0,90.0,66.0,44.0,1.0,140.0,3.0,4.0,2.0,12.0,34.0,9.0,0.291,5.9,18.7,0.31,0.334,0.416,0.751,0.125,0.347,92.0,3.4,0.324,102.0
