,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,56.0,131.0,142.0,23.0,17.0,4.0,1.0,1.0,19.0,12.0,10.0,0.0,53.0,0.0,1.0,0.0,4.0,7.0,0.0,0.176,7.0,37.3,0.19,0.232,0.244,0.477,0.069,0.282,5.0,-12.3,0.214,21.0
1,Total,Away,70.0,183.0,201.0,39.0,29.0,6.0,0.0,4.0,32.0,25.0,13.0,0.0,55.0,0.0,2.0,3.0,9.0,3.0,1.0,0.213,6.5,27.4,0.24,0.263,0.311,0.574,0.098,0.278,13.0,-11.0,0.252,53.0
