,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,262.0,864.0,980.0,225.0,162.0,48.0,9.0,6.0,122.0,77.0,91.0,1.0,180.0,9.0,8.0,8.0,13.0,24.0,4.0,0.26,9.3,18.4,0.51,0.334,0.358,0.692,0.097,0.319,106.0,-5.6,0.308,86.0
1,Total,Away,247.0,862.0,958.0,233.0,175.0,43.0,5.0,10.0,111.0,85.0,74.0,1.0,179.0,7.0,8.0,7.0,16.0,9.0,9.0,0.27,7.7,18.7,0.41,0.33,0.367,0.697,0.096,0.327,104.0,-5.0,0.308,93.0
