,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,321.0,545.0,589.0,150.0,112.0,23.0,6.0,9.0,20.0,53.0,33.0,0.0,140.0,9.0,1.0,1.0,7.0,2.0,0.0,0.275,5.6,23.8,0.24,0.327,0.389,0.716,0.114,0.355,67.0,-2.2,0.312,93.0
1,Total,vs R as L,524.0,1537.0,1686.0,440.0,295.0,87.0,9.0,49.0,131.0,158.0,123.0,12.0,352.0,14.0,5.0,7.0,26.0,23.0,11.0,0.286,7.3,20.9,0.35,0.344,0.45,0.794,0.164,0.343,230.0,32.2,0.34,112.0
2,Total,vs L as R,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs R as R,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
4,Total,vs L,324.0,545.0,589.0,150.0,112.0,23.0,6.0,9.0,56.0,53.0,33.0,0.0,140.0,9.0,1.0,1.0,7.0,8.0,2.0,0.275,5.6,23.8,0.24,0.327,0.389,0.716,0.114,0.355,67.0,-2.2,0.312,93.0
5,Total,vs R,527.0,1537.0,1686.0,440.0,295.0,87.0,9.0,49.0,219.0,158.0,123.0,12.0,352.0,14.0,5.0,7.0,26.0,46.0,20.0,0.286,7.3,20.9,0.35,0.344,0.45,0.794,0.164,0.343,230.0,32.2,0.34,112.0
