,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,8.0,25.0,32.0,6.0,6.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.24,21.9,28.1,0.78,0.406,0.24,0.646,0.0,0.375,4.0,0.0,0.316,103.0
1,Total,Away,7.0,22.0,26.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.182,11.5,23.1,0.5,0.308,0.364,0.671,0.182,0.2,3.0,-0.3,0.301,88.0
