,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,247.0,656.0,723.0,159.0,104.0,30.0,4.0,21.0,93.0,61.0,43.0,3.0,204.0,10.0,5.0,8.0,4.0,33.0,12.0,0.242,5.9,28.2,0.21,0.297,0.396,0.693,0.154,0.317,74.0,-8.6,0.3,93.0
1,Total,Away,246.0,705.0,765.0,150.0,96.0,30.0,2.0,22.0,98.0,78.0,36.0,2.0,243.0,12.0,5.0,7.0,13.0,28.0,11.0,0.213,4.7,31.8,0.15,0.261,0.355,0.616,0.142,0.288,58.0,-29.5,0.267,65.0
