,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,558.0,1975.0,2240.0,599.0,422.0,119.0,5.0,53.0,261.0,310.0,222.0,36.0,267.0,17.0,26.0,0.0,61.0,13.0,4.0,0.303,9.9,11.9,0.83,0.374,0.449,0.823,0.146,0.325,326.0,70.0,0.354,132.0
1,Total,Away,583.0,2195.0,2468.0,677.0,466.0,127.0,4.0,80.0,291.0,325.0,228.0,25.0,296.0,21.0,24.0,0.0,69.0,10.0,5.0,0.308,9.2,12.0,0.77,0.375,0.479,0.854,0.171,0.324,384.0,102.3,0.368,131.0
