,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,349.0,653.0,732.0,180.0,114.0,33.0,1.0,32.0,78.0,84.0,72.0,3.0,140.0,3.0,4.0,0.0,17.0,2.0,0.0,0.276,9.8,19.1,0.51,0.348,0.476,0.825,0.201,0.305,107.0,23.6,0.355,126.0
3,Total,vs R as R,654.0,1787.0,1961.0,424.0,270.0,72.0,4.0,78.0,148.0,256.0,144.0,2.0,455.0,14.0,16.0,0.0,51.0,7.0,3.0,0.237,7.3,23.2,0.32,0.297,0.413,0.71,0.176,0.272,213.0,-10.8,0.308,94.0
4,Total,vs L,349.0,653.0,732.0,180.0,114.0,33.0,1.0,32.0,92.0,84.0,72.0,3.0,140.0,3.0,4.0,0.0,17.0,2.0,2.0,0.276,9.8,19.1,0.51,0.348,0.476,0.825,0.201,0.305,107.0,23.6,0.355,126.0
5,Total,vs R,654.0,1787.0,1961.0,424.0,270.0,72.0,4.0,78.0,192.0,256.0,144.0,2.0,455.0,14.0,16.0,0.0,51.0,9.0,4.0,0.237,7.3,23.2,0.32,0.297,0.413,0.71,0.176,0.272,213.0,-10.8,0.308,94.0
