,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,69.0,195.0,231.0,60.0,42.0,10.0,0.0,8.0,35.0,30.0,33.0,1.0,37.0,1.0,1.0,1.0,4.0,0.0,0.0,0.308,14.3,16.0,0.89,0.409,0.482,0.891,0.174,0.344,40.0,12.9,0.385,139.0
1,Total,Away,66.0,207.0,240.0,60.0,41.0,13.0,0.0,6.0,24.0,28.0,31.0,3.0,33.0,1.0,0.0,1.0,4.0,1.0,1.0,0.29,12.9,13.8,0.94,0.385,0.44,0.825,0.15,0.321,36.0,7.9,0.357,121.0
