,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,219.0,372.0,416.0,74.0,42.0,22.0,1.0,9.0,20.0,43.0,30.0,0.0,107.0,7.0,5.0,2.0,5.0,0.0,1.0,0.199,7.2,25.7,0.28,0.268,0.336,0.604,0.137,0.249,31.0,-18.6,0.265,60.0
1,Total,vs R as L,358.0,983.0,1108.0,245.0,137.0,56.0,7.0,45.0,109.0,136.0,114.0,7.0,184.0,6.0,5.0,0.0,10.0,8.0,1.0,0.249,10.3,16.6,0.62,0.329,0.458,0.787,0.209,0.264,148.0,15.8,0.335,108.0
2,Total,vs L as R,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs R as R,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
4,Total,vs L,222.0,372.0,416.0,74.0,42.0,22.0,1.0,9.0,33.0,43.0,30.0,0.0,107.0,7.0,5.0,2.0,5.0,1.0,3.0,0.199,7.2,25.7,0.28,0.268,0.336,0.604,0.137,0.249,31.0,-18.6,0.265,60.0
5,Total,vs R,359.0,983.0,1108.0,245.0,137.0,56.0,7.0,45.0,151.0,136.0,114.0,7.0,184.0,6.0,5.0,0.0,10.0,14.0,5.0,0.249,10.3,16.6,0.62,0.329,0.458,0.787,0.209,0.264,148.0,15.8,0.335,108.0
