,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,96.0,270.0,298.0,62.0,32.0,13.0,3.0,14.0,36.0,35.0,26.0,1.0,88.0,0.0,1.0,1.0,2.0,6.0,1.0,0.23,8.7,29.5,0.3,0.296,0.456,0.752,0.226,0.284,35.0,0.2,0.32,104.0
1,Total,Away,92.0,265.0,291.0,48.0,28.0,11.0,1.0,8.0,33.0,24.0,26.0,1.0,77.0,0.0,0.0,0.0,4.0,3.0,1.0,0.181,8.9,26.5,0.34,0.254,0.321,0.575,0.14,0.222,19.0,-15.0,0.253,53.0
