,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,419.0,1603.0,1727.0,471.0,393.0,49.0,22.0,7.0,223.0,75.0,85.0,4.0,243.0,12.0,10.0,16.0,18.0,152.0,48.0,0.294,4.9,14.1,0.35,0.332,0.365,0.697,0.071,0.34,185.0,-12.5,0.306,97.0
1,Total,Away,404.0,1703.0,1798.0,489.0,399.0,61.0,23.0,6.0,256.0,111.0,59.0,1.0,285.0,17.0,9.0,10.0,16.0,155.0,43.0,0.287,3.3,15.9,0.21,0.316,0.361,0.677,0.073,0.34,178.0,-28.2,0.296,84.0
