,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,94.0,338.0,375.0,80.0,37.0,19.0,0.0,24.0,49.0,51.0,32.0,2.0,98.0,4.0,1.0,0.0,11.0,1.0,1.0,0.237,8.5,26.1,0.33,0.309,0.506,0.815,0.269,0.258,52.0,8.2,0.343,120.0
1,Total,Away,107.0,359.0,420.0,87.0,50.0,13.0,0.0,24.0,54.0,58.0,51.0,2.0,100.0,9.0,1.0,0.0,8.0,1.0,0.0,0.242,12.1,23.8,0.51,0.35,0.479,0.829,0.237,0.267,63.0,13.4,0.355,125.0
