,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,19.0,58.0,67.0,15.0,14.0,0.0,1.0,0.0,3.0,9.0,7.0,0.0,11.0,1.0,0.0,0.0,2.0,1.0,2.0,0.259,10.4,16.4,0.64,0.348,0.293,0.642,0.034,0.319,7.0,-1.1,0.294,86.0
1,Total,Away,19.0,50.0,56.0,14.0,13.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,0.0,1.0,2.0,0.0,1.0,1.0,0.28,5.4,16.1,0.33,0.315,0.3,0.615,0.02,0.333,5.0,-1.9,0.273,69.0
