,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,639.0,2290.0,2515.0,633.0,393.0,135.0,1.0,104.0,280.0,367.0,186.0,20.0,466.0,19.0,20.0,0.0,84.0,3.0,8.0,0.276,7.4,18.5,0.4,0.333,0.472,0.806,0.196,0.304,345.0,53.6,0.345,117.0
1,Total,Away,644.0,2340.0,2576.0,612.0,381.0,119.0,5.0,107.0,284.0,357.0,199.0,19.0,472.0,23.0,14.0,0.0,78.0,3.0,6.0,0.262,7.7,18.3,0.42,0.324,0.454,0.778,0.192,0.285,331.0,32.6,0.334,108.0
