,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,29.0,34.0,37.0,8.0,3.0,2.0,0.0,3.0,4.0,3.0,2.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.235,5.4,43.2,0.13,0.297,0.559,0.856,0.324,0.333,6.0,1.4,0.358,121.0
3,Total,vs R as R,20.0,31.0,38.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,6.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.129,15.8,42.1,0.38,0.289,0.258,0.548,0.129,0.214,3.0,-1.5,0.263,61.0
4,Total,vs L,29.0,34.0,37.0,8.0,3.0,2.0,0.0,3.0,4.0,3.0,2.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.235,5.4,43.2,0.13,0.297,0.559,0.856,0.324,0.333,6.0,1.4,0.358,121.0
5,Total,vs R,20.0,31.0,38.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,6.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.129,15.8,42.1,0.38,0.289,0.258,0.548,0.129,0.214,3.0,-1.5,0.263,61.0
