,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,71.0,134.0,141.0,32.0,13.0,13.0,3.0,3.0,14.0,18.0,7.0,0.0,23.0,0.0,0.0,0.0,6.0,0.0,0.0,0.239,5.0,16.3,0.3,0.277,0.448,0.724,0.209,0.269,15.0,-1.7,0.305,87.0
3,Total,vs R as R,95.0,144.0,150.0,30.0,20.0,3.0,1.0,6.0,15.0,20.0,3.0,0.0,31.0,2.0,1.0,0.0,5.0,0.0,0.0,0.208,2.0,20.7,0.1,0.233,0.368,0.601,0.16,0.222,10.0,-8.1,0.255,54.0
4,Total,vs L,71.0,134.0,141.0,32.0,13.0,13.0,3.0,3.0,18.0,18.0,7.0,0.0,23.0,0.0,0.0,0.0,6.0,0.0,0.0,0.239,5.0,16.3,0.3,0.277,0.448,0.724,0.209,0.269,15.0,-1.7,0.305,87.0
5,Total,vs R,95.0,144.0,150.0,30.0,20.0,3.0,1.0,6.0,17.0,20.0,3.0,0.0,31.0,2.0,1.0,0.0,5.0,0.0,0.0,0.208,2.0,20.7,0.1,0.233,0.368,0.601,0.16,0.222,10.0,-8.1,0.255,54.0
