,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,222.0,713.0,779.0,185.0,125.0,36.0,4.0,20.0,99.0,86.0,58.0,9.0,225.0,5.0,2.0,1.0,5.0,35.0,10.0,0.259,7.4,28.9,0.26,0.319,0.405,0.724,0.146,0.351,88.0,-3.3,0.31,90.0
1,Total,Away,226.0,755.0,812.0,167.0,99.0,37.0,4.0,27.0,81.0,78.0,51.0,5.0,274.0,0.0,3.0,3.0,15.0,36.0,10.0,0.221,6.3,33.7,0.19,0.269,0.388,0.658,0.167,0.306,71.0,-23.7,0.281,72.0
