,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,29.0,86.0,101.0,18.0,16.0,2.0,0.0,0.0,7.0,5.0,12.0,0.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0,0.209,11.9,28.7,0.41,0.317,0.233,0.549,0.023,0.31,7.0,-4.6,0.26,57.0
1,Total,Away,33.0,97.0,103.0,23.0,11.0,8.0,0.0,4.0,9.0,10.0,5.0,0.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.237,4.9,27.2,0.18,0.282,0.443,0.725,0.206,0.292,12.0,-0.6,0.309,94.0
