,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,214.0,723.0,781.0,177.0,121.0,25.0,7.0,24.0,78.0,98.0,39.0,0.0,178.0,9.0,5.0,5.0,23.0,0.0,2.0,0.245,5.0,22.8,0.22,0.29,0.398,0.688,0.154,0.291,79.0,-12.6,0.297,81.0
1,Total,Away,208.0,739.0,799.0,175.0,129.0,30.0,1.0,15.0,52.0,73.0,48.0,0.0,204.0,7.0,4.0,1.0,23.0,2.0,3.0,0.237,6.0,25.5,0.24,0.288,0.341,0.629,0.104,0.305,67.0,-26.3,0.277,70.0
