,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,38.0,133.0,146.0,33.0,22.0,3.0,2.0,6.0,20.0,19.0,12.0,0.0,54.0,0.0,0.0,1.0,0.0,5.0,2.0,0.248,8.2,37.0,0.22,0.31,0.436,0.746,0.188,0.37,18.0,0.5,0.321,106.0
1,Total,Away,31.0,98.0,107.0,21.0,10.0,5.0,2.0,4.0,14.0,9.0,8.0,0.0,45.0,0.0,0.0,1.0,1.0,1.0,1.0,0.214,7.5,42.1,0.18,0.274,0.429,0.702,0.214,0.347,11.0,-1.7,0.299,84.0
