,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,201.0,649.0,768.0,181.0,140.0,24.0,9.0,8.0,141.0,57.0,90.0,1.0,152.0,4.0,5.0,20.0,1.0,50.0,11.0,0.279,11.7,19.8,0.59,0.368,0.381,0.748,0.102,0.35,99.0,9.3,0.331,99.0
1,Total,Away,182.0,628.0,715.0,129.0,87.0,32.0,4.0,6.0,100.0,37.0,61.0,0.0,187.0,7.0,5.0,14.0,4.0,30.0,11.0,0.205,8.5,26.2,0.33,0.281,0.298,0.579,0.092,0.28,50.0,-33.7,0.259,59.0
