,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,197.0,372.0,400.0,78.0,61.0,13.0,1.0,3.0,40.0,34.0,23.0,0.0,50.0,0.0,4.0,1.0,10.0,6.0,1.0,0.21,5.8,12.5,0.46,0.253,0.274,0.527,0.065,0.232,20.0,-25.7,0.235,45.0
1,Total,Away,193.0,384.0,445.0,90.0,72.0,10.0,4.0,4.0,65.0,32.0,50.0,2.0,68.0,2.0,4.0,5.0,11.0,13.0,4.0,0.234,11.2,15.3,0.74,0.323,0.313,0.635,0.078,0.272,40.0,-10.3,0.286,77.0
