,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,95.0,327.0,396.0,86.0,41.0,18.0,0.0,27.0,61.0,85.0,59.0,2.0,88.0,4.0,6.0,0.0,1.0,2.0,3.0,0.263,14.9,22.2,0.67,0.376,0.566,0.942,0.303,0.271,72.0,24.9,0.393,146.0
1,Total,Away,79.0,295.0,354.0,73.0,36.0,19.0,0.0,18.0,52.0,46.0,51.0,1.0,82.0,6.0,1.0,0.0,8.0,5.0,0.0,0.247,14.4,23.2,0.62,0.368,0.495,0.863,0.247,0.281,57.0,15.7,0.37,130.0
