,Year,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,wSB,wRC,wRAA,wOBA,wRC+
213,1997,Astros,2164.0,5502.0,6363.0,1427.0,940.0,314.0,40.0,133.0,777.0,720.0,633.0,63.0,1085.0,100.0,53.0,74.0,104.0,171.0,74.0,0.259,9.9,17.1,0.58,0.344,0.403,0.747,0.144,5.3,0.298, , ,2.8,766.0,-17.5,0.33,100.0
214,1997,Tigers,1846.0,5481.0,6190.0,1415.0,939.0,268.0,32.0,176.0,784.0,743.0,578.0,37.0,1164.0,49.0,47.0,34.0,120.0,161.0,72.0,0.258,9.3,18.8,0.5,0.332,0.415,0.747,0.157,5.0,0.296, , ,1.6,743.0,-19.1,0.329,93.0
215,1997,Expos,2215.0,5526.0,6131.0,1423.0,878.0,339.0,34.0,172.0,691.0,659.0,420.0,40.0,1084.0,73.0,40.0,72.0,96.0,75.0,46.0,0.258,6.9,17.7,0.39,0.316,0.425,0.741,0.167,4.2,0.29, , ,-4.4,703.0,-51.3,0.323,91.0
216,1997,Cardinals,2187.0,5524.0,6212.0,1409.0,957.0,269.0,39.0,144.0,689.0,654.0,543.0,54.0,1191.0,42.0,44.0,58.0,128.0,164.0,60.0,0.255,8.7,19.2,0.46,0.324,0.396,0.72,0.141,5.2,0.299, , ,7.4,684.0,-80.7,0.317,87.0
217,1997,Blue Jays,1834.0,5473.0,6109.0,1333.0,870.0,275.0,41.0,147.0,654.0,627.0,487.0,26.0,1138.0,59.0,52.0,38.0,102.0,134.0,50.0,0.244,8.0,18.6,0.43,0.31,0.389,0.699,0.146,5.1,0.28, , ,5.6,630.0,-122.0,0.308,81.0
218,1998,Rockies,2326.0,5632.0,6277.0,1640.0,1088.0,333.0,36.0,183.0,826.0,791.0,469.0,29.0,949.0,37.0,41.0,98.0,148.0,67.0,47.0,0.291,7.5,15.1,0.49,0.347,0.461,0.808,0.169,4.3,0.321, , ,-7.1,875.0,97.8,0.351,87.0
219,1998,Yankees,1962.0,5643.0,6444.0,1625.0,1097.0,290.0,31.0,207.0,965.0,907.0,653.0,34.0,1025.0,57.0,59.0,32.0,145.0,153.0,63.0,0.288,10.1,15.9,0.64,0.364,0.46,0.825,0.172,5.1,0.317, , ,3.1,952.0,153.9,0.36,116.0
220,1998,Astros,2125.0,5641.0,6441.0,1578.0,1058.0,326.0,28.0,166.0,874.0,818.0,621.0,52.0,1122.0,72.0,49.0,58.0,146.0,155.0,51.0,0.28,9.6,17.4,0.55,0.356,0.436,0.792,0.156,5.1,0.321, , ,8.7,874.0,76.9,0.347,113.0
221,1998,Giants,2304.0,5628.0,6484.0,1540.0,1061.0,292.0,26.0,161.0,845.0,800.0,678.0,53.0,1040.0,44.0,53.0,81.0,123.0,102.0,50.0,0.274,10.5,16.0,0.65,0.353,0.421,0.774,0.147,4.5,0.308, , ,-1.4,850.0,46.9,0.34,108.0
222,1998,Indians,1852.0,5616.0,6376.0,1530.0,968.0,334.0,30.0,198.0,850.0,811.0,630.0,35.0,1061.0,41.0,59.0,30.0,123.0,143.0,61.0,0.272,9.9,16.6,0.59,0.347,0.448,0.795,0.176,4.9,0.302, , ,2.0,872.0,82.3,0.347,103.0
223,1998,Braves,1971.0,5484.0,6217.0,1489.0,951.0,297.0,26.0,215.0,826.0,794.0,548.0,37.0,1062.0,61.0,46.0,76.0,104.0,98.0,43.0,0.272,8.8,17.1,0.52,0.342,0.453,0.795,0.181,4.6,0.3, , ,0.8,840.0,69.9,0.346,108.0
224,1998,Twins,1838.0,5641.0,6263.0,1499.0,1067.0,285.0,32.0,115.0,734.0,691.0,506.0,33.0,915.0,45.0,52.0,18.0,155.0,112.0,54.0,0.266,8.1,14.6,0.55,0.328,0.389,0.717,0.123,4.6,0.297, , ,-1.2,700.0,-75.3,0.317,83.0
225,1998,Cubs,2283.0,5649.0,6394.0,1494.0,998.0,250.0,34.0,212.0,831.0,788.0,601.0,51.0,1223.0,39.0,37.0,67.0,123.0,65.0,44.0,0.264,9.4,19.1,0.49,0.337,0.433,0.771,0.169,4.3,0.302, , ,-6.2,814.0,22.9,0.336,100.0
226,1998,Tigers,1897.0,5664.0,6243.0,1494.0,994.0,306.0,29.0,165.0,722.0,691.0,455.0,25.0,1070.0,62.0,45.0,16.0,111.0,122.0,62.0,0.264,7.3,17.1,0.43,0.323,0.415,0.738,0.152,4.6,0.297, , ,-2.6,733.0,-40.2,0.324,90.0
227,1998,Reds,2270.0,5496.0,6269.0,1441.0,977.0,298.0,28.0,138.0,750.0,723.0,608.0,39.0,1107.0,37.0,49.0,78.0,133.0,95.0,42.0,0.262,9.7,17.7,0.55,0.337,0.402,0.739,0.14,4.4,0.303, , ,0.6,743.0,-33.3,0.326,92.0
228,1998,Brewers,2277.0,5541.0,6232.0,1439.0,1004.0,266.0,17.0,152.0,707.0,673.0,532.0,36.0,1039.0,66.0,32.0,61.0,135.0,81.0,59.0,0.26,8.5,16.7,0.51,0.33,0.396,0.726,0.136,3.7,0.294, , ,-9.5,715.0,-56.9,0.321,91.0
229,1998,Cardinals,2305.0,5593.0,6413.0,1444.0,899.0,292.0,30.0,223.0,810.0,781.0,676.0,65.0,1179.0,42.0,34.0,68.0,117.0,133.0,41.0,0.258,10.5,18.4,0.57,0.341,0.441,0.781,0.183,4.8,0.289, , ,8.7,837.0,43.2,0.34,104.0
230,1998,Pirates,2162.0,5493.0,6113.0,1395.0,982.0,271.0,35.0,107.0,650.0,613.0,393.0,22.0,1060.0,91.0,56.0,78.0,102.0,159.0,51.0,0.254,6.4,17.3,0.37,0.311,0.374,0.686,0.121,5.4,0.294, , ,9.6,609.0,-147.5,0.304,78.0
231,1998,Dodgers,2096.0,5459.0,6077.0,1374.0,979.0,209.0,27.0,159.0,669.0,630.0,447.0,31.0,1056.0,36.0,43.0,91.0,98.0,137.0,53.0,0.252,7.4,17.4,0.42,0.31,0.387,0.698,0.136,4.8,0.283, , ,4.3,624.0,-128.6,0.307,88.0
232,1998,Marlins,2202.0,5558.0,6228.0,1381.0,954.0,277.0,36.0,114.0,667.0,621.0,525.0,30.0,1120.0,45.0,29.0,70.0,121.0,115.0,57.0,0.248,8.4,18.0,0.47,0.317,0.373,0.69,0.124,4.8,0.291, , ,-1.8,638.0,-132.6,0.306,85.0
233,1998,Rangers,1876.0,5672.0,6401.0,1637.0,1090.0,314.0,32.0,201.0,940.0,894.0,595.0,27.0,1045.0,39.0,54.0,41.0,137.0,82.0,47.0,0.289,9.3,16.3,0.57,0.357,0.462,0.819,0.173,4.4,0.321, , ,-4.1,929.0,136.3,0.357,108.0
234,1998,Red Sox,2043.0,5601.0,6302.0,1568.0,990.0,338.0,35.0,205.0,876.0,827.0,541.0,32.0,1049.0,70.0,52.0,35.0,144.0,72.0,39.0,0.28,8.6,16.6,0.52,0.348,0.463,0.81,0.183,4.6,0.31, , ,-2.7,890.0,109.8,0.352,107.0
235,1998,Mariners,1858.0,5631.0,6331.0,1554.0,971.0,321.0,28.0,234.0,859.0,823.0,558.0,26.0,1082.0,57.0,49.0,36.0,107.0,115.0,39.0,0.276,8.8,17.1,0.52,0.345,0.468,0.812,0.192,4.8,0.302, , ,5.9,896.0,112.4,0.353,109.0
236,1998,Orioles,2017.0,5565.0,6304.0,1520.0,992.0,303.0,11.0,214.0,817.0,783.0,593.0,30.0,903.0,58.0,44.0,44.0,136.0,86.0,48.0,0.273,9.4,14.3,0.66,0.347,0.447,0.794,0.174,3.7,0.291, , ,-3.8,863.0,82.9,0.347,109.0
237,1998,Angels,1884.0,5630.0,6280.0,1530.0,1042.0,314.0,27.0,147.0,787.0,739.0,510.0,31.0,1028.0,48.0,41.0,49.0,122.0,93.0,45.0,0.272,8.1,16.4,0.5,0.335,0.415,0.751,0.144,4.5,0.308, , ,-1.1,770.0,-7.5,0.33,94.0
238,1998,White Sox,1891.0,5585.0,6281.0,1516.0,989.0,291.0,38.0,198.0,861.0,806.0,551.0,34.0,916.0,47.0,59.0,38.0,119.0,127.0,46.0,0.271,8.8,14.6,0.6,0.339,0.444,0.782,0.172,5.3,0.291, , ,5.3,826.0,48.8,0.341,103.0
239,1998,Blue Jays,1875.0,5580.0,6323.0,1482.0,926.0,316.0,19.0,221.0,816.0,776.0,564.0,43.0,1132.0,87.0,49.0,43.0,108.0,184.0,81.0,0.266,8.9,17.9,0.5,0.34,0.448,0.787,0.182,4.9,0.295, , ,1.6,843.0,60.0,0.343,102.0
240,1998,Phillies,2166.0,5617.0,6300.0,1482.0,1034.0,286.0,36.0,126.0,713.0,672.0,508.0,44.0,1080.0,45.0,65.0,65.0,110.0,97.0,45.0,0.264,8.1,17.1,0.47,0.326,0.395,0.721,0.131,4.7,0.303, , ,-0.3,700.0,-79.5,0.317,87.0
241,1998,Royals,2001.0,5546.0,6191.0,1459.0,1011.0,274.0,40.0,134.0,714.0,686.0,475.0,24.0,984.0,60.0,65.0,45.0,118.0,135.0,50.0,0.263,7.7,15.9,0.48,0.324,0.399,0.724,0.136,5.1,0.295, , ,5.2,699.0,-67.5,0.319,85.0
242,1998,Devil Rays,1982.0,5555.0,6157.0,1450.0,1029.0,267.0,43.0,111.0,620.0,579.0,473.0,24.0,1107.0,37.0,38.0,53.0,127.0,120.0,73.0,0.261,7.7,18.0,0.43,0.321,0.385,0.706,0.123,4.5,0.306, , ,-7.8,664.0,-98.5,0.312,83.0
243,1998,Mets,2278.0,5510.0,6257.0,1425.0,976.0,289.0,24.0,136.0,706.0,671.0,572.0,55.0,1049.0,37.0,48.0,88.0,126.0,62.0,46.0,0.259,9.1,16.8,0.55,0.33,0.394,0.724,0.135,3.6,0.295, , ,-7.7,702.0,-72.4,0.318,93.0
244,1998,Athletics,1908.0,5490.0,6283.0,1413.0,956.0,295.0,13.0,149.0,804.0,755.0,633.0,22.0,1122.0,55.0,46.0,58.0,120.0,131.0,47.0,0.257,10.1,17.9,0.56,0.338,0.397,0.735,0.14,4.5,0.296, , ,5.7,752.0,-25.7,0.327,94.0
245,1998,Padres,2282.0,5490.0,6245.0,1390.0,901.0,292.0,30.0,167.0,749.0,715.0,604.0,40.0,1072.0,48.0,45.0,56.0,112.0,79.0,37.0,0.253,9.7,17.2,0.56,0.33,0.409,0.739,0.155,4.3,0.285, , ,-0.4,734.0,-39.2,0.325,99.0
246,1998,Expos,2319.0,5418.0,6042.0,1348.0,889.0,280.0,32.0,147.0,644.0,602.0,439.0,31.0,1058.0,60.0,37.0,87.0,109.0,91.0,46.0,0.249,7.3,17.5,0.41,0.31,0.394,0.704,0.145,4.3,0.283, , ,-1.9,633.0,-115.4,0.309,83.0
247,1998,Diamondbacks,2067.0,5491.0,6116.0,1353.0,913.0,235.0,46.0,159.0,665.0,621.0,489.0,32.0,1239.0,64.0,27.0,45.0,125.0,73.0,38.0,0.246,8.0,20.3,0.39,0.314,0.393,0.707,0.146,4.6,0.29, , ,-2.0,653.0,-104.2,0.311,82.0
248,1999,Rangers,1807.0,5651.0,6389.0,1653.0,1090.0,304.0,29.0,230.0,945.0,897.0,611.0,41.0,937.0,29.0,62.0,35.0,147.0,111.0,54.0,0.293,9.6,14.7,0.65,0.361,0.479,0.84,0.186,4.7,0.313, , ,-2.1,956.0,123.9,0.363,109.0
249,1999,Rockies,2282.0,5717.0,6369.0,1644.0,1077.0,305.0,39.0,223.0,906.0,863.0,508.0,31.0,863.0,43.0,46.0,54.0,125.0,70.0,43.0,0.288,8.0,13.6,0.59,0.348,0.472,0.819,0.184,4.5,0.304, , ,-5.3,901.0,72.0,0.354,84.0
250,1999,Yankees,1891.0,5568.0,6416.0,1568.0,1037.0,302.0,36.0,193.0,900.0,855.0,718.0,47.0,978.0,55.0,53.0,22.0,137.0,104.0,57.0,0.282,11.2,15.2,0.73,0.366,0.453,0.819,0.171,4.7,0.309, , ,-4.9,932.0,96.4,0.358,111.0
251,1999,Orioles,1958.0,5637.0,6409.0,1572.0,1049.0,299.0,21.0,203.0,851.0,804.0,615.0,34.0,890.0,61.0,55.0,41.0,146.0,107.0,46.0,0.279,9.6,13.9,0.69,0.353,0.447,0.8,0.169,4.3,0.298, , ,0.7,885.0,50.1,0.35,107.0
252,1999,Red Sox,1862.0,5579.0,6321.0,1551.0,999.0,334.0,42.0,176.0,836.0,808.0,597.0,27.0,928.0,55.0,56.0,34.0,131.0,67.0,39.0,0.278,9.4,14.7,0.64,0.35,0.448,0.798,0.17,4.4,0.303, , ,-4.1,865.0,41.8,0.349,102.0
253,1999,Diamondbacks,2100.0,5658.0,6415.0,1566.0,1015.0,289.0,46.0,216.0,908.0,865.0,588.0,52.0,1045.0,48.0,60.0,61.0,94.0,137.0,39.0,0.277,9.2,16.3,0.56,0.347,0.459,0.805,0.182,5.4,0.303, , ,9.9,872.0,36.4,0.348,98.0
254,1999,Devil Rays,1833.0,5586.0,6272.0,1531.0,1085.0,272.0,29.0,145.0,772.0,728.0,544.0,24.0,1042.0,64.0,48.0,30.0,157.0,73.0,49.0,0.274,8.7,16.6,0.52,0.343,0.411,0.754,0.137,4.1,0.312, , ,-7.5,776.0,-40.7,0.333,92.0
255,1999,Reds,2274.0,5650.0,6378.0,1536.0,978.0,312.0,37.0,209.0,865.0,820.0,569.0,37.0,1125.0,45.0,43.0,70.0,107.0,164.0,54.0,0.272,8.9,17.6,0.51,0.341,0.451,0.792,0.179,5.5,0.304, , ,8.4,843.0,12.7,0.344,96.0
256,1999,Mariners,1915.0,5572.0,6310.0,1499.0,971.0,263.0,21.0,244.0,859.0,825.0,610.0,38.0,1095.0,42.0,48.0,38.0,114.0,130.0,45.0,0.269,9.7,17.4,0.56,0.343,0.455,0.798,0.186,4.6,0.293, , ,5.8,853.0,31.7,0.346,105.0
257,1999,Braves,2204.0,5569.0,6351.0,1481.0,952.0,309.0,23.0,197.0,840.0,791.0,608.0,62.0,962.0,53.0,47.0,73.0,120.0,148.0,66.0,0.266,9.6,15.1,0.63,0.341,0.436,0.777,0.17,4.7,0.288, , ,-0.2,808.0,-18.7,0.338,95.0
258,1999,Expos,2385.0,5559.0,6151.0,1473.0,943.0,320.0,47.0,163.0,718.0,680.0,438.0,39.0,939.0,53.0,28.0,71.0,138.0,70.0,51.0,0.265,7.1,15.3,0.47,0.323,0.427,0.751,0.162,4.5,0.292, , ,-9.0,720.0,-80.7,0.326,86.0
259,1999,Marlins,2214.0,5578.0,6216.0,1465.0,1027.0,266.0,44.0,128.0,691.0,655.0,479.0,30.0,1145.0,59.0,56.0,44.0,119.0,92.0,46.0,0.263,7.7,18.4,0.42,0.325,0.395,0.719,0.132,4.6,0.307, , ,-2.3,679.0,-130.2,0.317,84.0
260,1999,Tigers,1902.0,5481.0,6096.0,1433.0,898.0,289.0,34.0,212.0,747.0,704.0,458.0,19.0,1049.0,82.0,39.0,35.0,108.0,108.0,70.0,0.261,7.5,17.2,0.44,0.326,0.443,0.768,0.181,4.7,0.287, , ,-10.1,759.0,-35.0,0.334,92.0
261,1999,Athletics,1928.0,5519.0,6442.0,1430.0,888.0,287.0,20.0,235.0,893.0,845.0,770.0,32.0,1129.0,71.0,41.0,39.0,129.0,70.0,37.0,0.259,12.0,17.5,0.68,0.355,0.446,0.801,0.187,3.9,0.285, , ,-2.6,896.0,57.7,0.351,106.0
262,1999,Angels,1797.0,5494.0,6132.0,1404.0,976.0,248.0,22.0,158.0,711.0,673.0,511.0,24.0,1022.0,43.0,42.0,41.0,135.0,71.0,45.0,0.256,8.3,16.7,0.5,0.322,0.395,0.716,0.139,3.8,0.286, , ,-6.1,667.0,-131.3,0.316,80.0
263,1999,Indians,1859.0,5634.0,6554.0,1629.0,1079.0,309.0,32.0,209.0,1009.0,960.0,743.0,41.0,1099.0,55.0,67.0,54.0,136.0,147.0,50.0,0.289,11.3,16.8,0.68,0.373,0.467,0.84,0.177,5.1,0.323, , ,6.9,1001.0,147.3,0.367,112.0
264,1999,Royals,1865.0,5624.0,6325.0,1584.0,1087.0,294.0,52.0,151.0,856.0,800.0,535.0,25.0,932.0,64.0,56.0,46.0,156.0,127.0,39.0,0.282,8.5,14.7,0.57,0.348,0.433,0.781,0.151,5.6,0.312, , ,7.9,832.0,8.1,0.342,94.0
265,1999,Blue Jays,1862.0,5642.0,6370.0,1580.0,1017.0,337.0,14.0,212.0,883.0,856.0,578.0,29.0,1077.0,76.0,45.0,28.0,129.0,119.0,48.0,0.28,9.1,16.9,0.54,0.352,0.457,0.81,0.177,4.3,0.311, , ,2.2,898.0,68.6,0.353,104.0
266,1999,Mets,2323.0,5572.0,6454.0,1553.0,1061.0,297.0,14.0,181.0,853.0,814.0,717.0,53.0,994.0,48.0,54.0,63.0,149.0,150.0,61.0,0.279,11.1,15.4,0.72,0.363,0.434,0.797,0.156,4.3,0.308, , ,2.5,888.0,47.8,0.35,105.0
267,1999,White Sox,1904.0,5644.0,6264.0,1563.0,1066.0,298.0,37.0,162.0,777.0,742.0,499.0,22.0,810.0,34.0,45.0,40.0,138.0,110.0,50.0,0.277,8.0,12.9,0.62,0.337,0.429,0.766,0.152,4.6,0.297, , ,-0.5,786.0,-29.7,0.335,94.0
268,1999,Phillies,2206.0,5598.0,6386.0,1539.0,1032.0,302.0,44.0,161.0,841.0,797.0,631.0,37.0,1081.0,46.0,41.0,70.0,127.0,125.0,35.0,0.275,9.9,16.9,0.58,0.351,0.431,0.782,0.156,5.2,0.313, , ,9.3,839.0,7.4,0.343,96.0
269,1999,Brewers,2281.0,5582.0,6433.0,1524.0,1030.0,299.0,30.0,165.0,815.0,777.0,658.0,44.0,1065.0,55.0,51.0,87.0,110.0,81.0,33.0,0.273,10.2,16.6,0.62,0.353,0.426,0.779,0.153,4.3,0.309, , ,1.4,841.0,3.5,0.342,97.0
270,1999,Giants,2107.0,5563.0,6449.0,1507.0,994.0,307.0,18.0,188.0,872.0,828.0,696.0,40.0,1028.0,60.0,42.0,87.0,129.0,109.0,56.0,0.271,10.8,15.9,0.68,0.356,0.434,0.79,0.163,4.3,0.301, , ,-3.4,872.0,31.9,0.347,104.0
271,1999,Astros,2043.0,5485.0,6403.0,1463.0,979.0,293.0,23.0,168.0,823.0,784.0,728.0,57.0,1138.0,52.0,58.0,79.0,127.0,166.0,75.0,0.267,11.4,17.8,0.64,0.355,0.42,0.775,0.154,4.6,0.306, , ,-0.7,830.0,-3.9,0.341,101.0
272,1999,Dodgers,2104.0,5567.0,6338.0,1480.0,1017.0,253.0,23.0,187.0,793.0,761.0,594.0,34.0,1030.0,52.0,51.0,74.0,109.0,167.0,68.0,0.266,9.4,16.3,0.58,0.339,0.42,0.76,0.154,4.7,0.294, , ,2.7,780.0,-45.0,0.334,97.0
273,1999,Twins,1957.0,5495.0,6124.0,1450.0,1030.0,285.0,30.0,105.0,686.0,643.0,500.0,28.0,978.0,49.0,56.0,24.0,151.0,118.0,60.0,0.264,8.2,16.0,0.51,0.328,0.384,0.712,0.12,4.5,0.301, , ,-3.5,663.0,-134.1,0.315,79.0
274,1999,Cardinals,2275.0,5570.0,6354.0,1461.0,966.0,274.0,27.0,194.0,809.0,763.0,613.0,51.0,1202.0,51.0,44.0,75.0,110.0,134.0,48.0,0.262,9.6,18.9,0.51,0.338,0.426,0.764,0.163,4.9,0.3, , ,5.2,787.0,-40.4,0.334,92.0
275,1999,Pirates,2250.0,5468.0,6234.0,1417.0,924.0,282.0,40.0,171.0,775.0,735.0,573.0,40.0,1197.0,60.0,45.0,87.0,111.0,112.0,44.0,0.259,9.2,19.2,0.48,0.334,0.419,0.753,0.16,5.0,0.301, , ,2.6,745.0,-66.4,0.33,88.0
276,1999,Cubs,2273.0,5482.0,6201.0,1411.0,932.0,255.0,35.0,189.0,747.0,717.0,571.0,38.0,1170.0,39.0,44.0,65.0,120.0,60.0,44.0,0.257,9.2,18.9,0.49,0.329,0.42,0.749,0.163,4.1,0.293, , ,-7.8,732.0,-75.5,0.328,87.0
277,1999,Padres,2305.0,5394.0,6136.0,1360.0,929.0,256.0,22.0,153.0,710.0,671.0,631.0,31.0,1169.0,35.0,40.0,36.0,132.0,174.0,67.0,0.252,10.3,19.1,0.54,0.332,0.393,0.725,0.141,4.7,0.294, , ,4.5,693.0,-105.9,0.322,90.0
278,2000,Rockies,2221.0,5660.0,6453.0,1664.0,1130.0,320.0,53.0,161.0,968.0,905.0,601.0,64.0,907.0,42.0,75.0,75.0,126.0,131.0,61.0,0.294,9.3,14.1,0.66,0.362,0.455,0.816,0.161,5.5,0.322, , ,-1.0,915.0,67.3,0.353,82.0
279,2000,Royals,1875.0,5709.0,6394.0,1644.0,1186.0,281.0,27.0,150.0,879.0,831.0,511.0,28.0,840.0,48.0,70.0,56.0,139.0,121.0,35.0,0.288,8.0,13.1,0.61,0.348,0.425,0.773,0.138,4.8,0.312, , ,8.9,826.0,-13.2,0.338,89.0
280,2000,Rangers,1874.0,5648.0,6364.0,1601.0,1063.0,330.0,35.0,173.0,848.0,806.0,580.0,39.0,922.0,39.0,48.0,48.0,161.0,69.0,47.0,0.283,9.1,14.5,0.63,0.352,0.446,0.798,0.163,4.1,0.31, , ,-7.0,871.0,35.4,0.347,97.0
281,2000,Giants,2123.0,5519.0,6418.0,1535.0,961.0,304.0,44.0,226.0,925.0,889.0,709.0,60.0,1032.0,51.0,66.0,73.0,131.0,79.0,39.0,0.278,11.0,16.1,0.69,0.362,0.472,0.834,0.194,4.6,0.303, , ,-1.3,943.0,99.9,0.359,112.0
282,2000,Yankees,2061.0,5556.0,6311.0,1541.0,1017.0,294.0,25.0,205.0,871.0,833.0,631.0,42.0,1007.0,57.0,50.0,16.0,134.0,99.0,48.0,0.277,10.0,16.0,0.63,0.354,0.45,0.804,0.173,4.3,0.304, , ,-1.5,879.0,50.4,0.35,105.0
283,2000,Blue Jays,1871.0,5677.0,6326.0,1562.0,969.0,328.0,21.0,244.0,861.0,826.0,526.0,32.0,1026.0,60.0,34.0,29.0,130.0,89.0,34.0,0.275,8.3,16.2,0.51,0.341,0.469,0.81,0.194,4.3,0.297, , ,2.9,880.0,49.2,0.35,101.0
284,2000,Orioles,1901.0,5549.0,6238.0,1508.0,992.0,310.0,22.0,184.0,794.0,750.0,558.0,34.0,900.0,49.0,54.0,27.0,148.0,126.0,65.0,0.272,8.9,14.4,0.62,0.341,0.435,0.776,0.163,4.4,0.293, , ,-3.9,802.0,-16.7,0.338,98.0
285,2000,Cardinals,2196.0,5478.0,6369.0,1481.0,962.0,259.0,25.0,235.0,887.0,841.0,675.0,33.0,1253.0,84.0,53.0,79.0,117.0,87.0,51.0,0.27,10.6,19.7,0.54,0.356,0.455,0.812,0.185,4.3,0.308, , ,-5.2,901.0,64.3,0.353,105.0
286,2000,Athletics,2066.0,5560.0,6432.0,1501.0,958.0,281.0,23.0,239.0,947.0,908.0,750.0,32.0,1159.0,52.0,44.0,26.0,147.0,40.0,15.0,0.27,11.7,18.0,0.65,0.36,0.458,0.817,0.188,3.7,0.3, , ,1.9,931.0,86.9,0.356,109.0
287,2000,Red Sox,2051.0,5630.0,6371.0,1503.0,988.0,316.0,32.0,167.0,792.0,755.0,611.0,40.0,1019.0,42.0,48.0,40.0,115.0,43.0,30.0,0.267,9.6,16.0,0.6,0.341,0.423,0.764,0.156,3.7,0.297, , ,-4.4,800.0,-36.9,0.334,92.0
288,2000,Expos,2328.0,5535.0,6153.0,1475.0,952.0,310.0,35.0,178.0,738.0,705.0,476.0,53.0,1048.0,29.0,34.0,78.0,111.0,58.0,48.0,0.266,7.7,17.0,0.45,0.326,0.432,0.758,0.165,4.1,0.299, , ,-9.8,731.0,-76.8,0.327,87.0
289,2000,Mets,2345.0,5486.0,6328.0,1445.0,946.0,281.0,20.0,198.0,807.0,761.0,675.0,42.0,1037.0,45.0,51.0,70.0,122.0,66.0,46.0,0.263,10.7,16.4,0.65,0.346,0.43,0.776,0.167,3.7,0.29, , ,-7.2,815.0,-15.5,0.339,99.0
290,2000,Dodgers,2057.0,5481.0,6312.0,1408.0,904.0,265.0,28.0,211.0,798.0,756.0,668.0,42.0,1083.0,51.0,46.0,66.0,129.0,95.0,42.0,0.257,10.6,17.2,0.62,0.341,0.431,0.771,0.174,4.4,0.283, , ,0.5,799.0,-29.3,0.337,99.0
291,2000,Cubs,2269.0,5577.0,6397.0,1426.0,948.0,272.0,23.0,183.0,764.0,722.0,632.0,50.0,1120.0,54.0,45.0,89.0,114.0,93.0,37.0,0.256,9.9,17.5,0.56,0.335,0.411,0.746,0.155,4.1,0.288, , ,2.4,759.0,-80.5,0.327,89.0
292,2000,Phillies,1954.0,5511.0,6273.0,1386.0,898.0,304.0,40.0,144.0,708.0,668.0,611.0,40.0,1117.0,44.0,37.0,70.0,115.0,102.0,30.0,0.251,9.7,17.8,0.55,0.329,0.4,0.729,0.148,4.8,0.29, , ,7.3,707.0,-116.2,0.32,83.0
293,2000,Indians,1930.0,5683.0,6512.0,1639.0,1078.0,310.0,30.0,221.0,950.0,889.0,685.0,27.0,1057.0,51.0,52.0,41.0,134.0,113.0,34.0,0.288,10.5,16.2,0.65,0.367,0.47,0.837,0.182,4.8,0.318, , ,7.8,987.0,132.2,0.364,109.0
294,2000,White Sox,1791.0,5646.0,6410.0,1615.0,1041.0,325.0,33.0,216.0,978.0,926.0,591.0,28.0,960.0,53.0,61.0,55.0,140.0,119.0,42.0,0.286,9.2,15.0,0.62,0.356,0.47,0.826,0.184,5.1,0.309, , ,5.3,934.0,92.1,0.357,106.0
295,2000,Angels,1839.0,5628.0,6373.0,1574.0,995.0,309.0,34.0,236.0,864.0,837.0,608.0,43.0,1024.0,47.0,43.0,47.0,126.0,93.0,52.0,0.28,9.5,16.1,0.59,0.352,0.472,0.825,0.193,4.3,0.303, , ,-4.5,920.0,83.6,0.356,106.0
296,2000,Astros,2303.0,5570.0,6444.0,1547.0,973.0,289.0,36.0,249.0,938.0,900.0,673.0,57.0,1129.0,83.0,61.0,57.0,154.0,114.0,52.0,0.278,10.4,17.5,0.6,0.361,0.477,0.837,0.199,5.0,0.305, , ,-0.3,952.0,106.3,0.361,105.0
297,2000,Tigers,1938.0,5644.0,6343.0,1553.0,1028.0,307.0,41.0,177.0,823.0,785.0,562.0,22.0,982.0,43.0,49.0,42.0,142.0,83.0,38.0,0.275,8.9,15.5,0.57,0.343,0.438,0.781,0.163,4.6,0.303, , ,-0.1,832.0,-0.5,0.341,100.0
298,2000,Reds,2313.0,5635.0,6373.0,1545.0,1007.0,302.0,36.0,200.0,825.0,794.0,559.0,60.0,995.0,64.0,58.0,56.0,137.0,100.0,38.0,0.274,8.8,15.6,0.56,0.343,0.447,0.79,0.173,4.8,0.299, , ,3.3,836.0,-1.0,0.341,94.0
299,2000,Braves,2039.0,5489.0,6275.0,1490.0,1011.0,274.0,26.0,179.0,810.0,758.0,595.0,38.0,1010.0,59.0,45.0,87.0,127.0,148.0,56.0,0.271,9.5,16.1,0.59,0.346,0.429,0.775,0.157,5.0,0.302, , ,4.6,808.0,-16.3,0.339,96.0
300,2000,Twins,1972.0,5615.0,6283.0,1516.0,1026.0,325.0,49.0,116.0,748.0,711.0,556.0,31.0,1021.0,35.0,51.0,24.0,142.0,90.0,45.0,0.27,8.8,16.3,0.54,0.337,0.407,0.744,0.137,4.9,0.309, , ,-1.9,749.0,-75.5,0.327,86.0
301,2000,Mariners,1985.0,5497.0,6444.0,1481.0,957.0,300.0,26.0,198.0,907.0,869.0,775.0,34.0,1073.0,48.0,61.0,63.0,129.0,122.0,56.0,0.269,12.0,16.7,0.72,0.361,0.442,0.803,0.172,4.7,0.299, , ,-0.5,907.0,61.0,0.352,107.0
