,Year,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,wSB,wRC,wRAA,wOBA,wRC+
640,2012,Giants,2384.0,5558.0,6200.0,1495.0,1048.0,287.0,57.0,103.0,718.0,675.0,483.0,44.0,1097.0,29.0,61.0,69.0,115.0,118.0,39.0,0.269,7.8,17.7,0.44,0.327,0.397,0.724,0.128,5.6,0.315,7.0,4.7,1.3,699.0,-8.1,0.314,101.0
641,2012,Royals,2249.0,5636.0,6149.0,1492.0,1029.0,295.0,37.0,131.0,676.0,643.0,404.0,35.0,1032.0,42.0,41.0,26.0,130.0,132.0,38.0,0.265,6.6,16.8,0.39,0.317,0.4,0.716,0.135,5.2,0.302,-8.5,-3.7,4.8,682.0,-19.2,0.311,94.0
642,2012,Nationals,2338.0,5615.0,6221.0,1468.0,948.0,301.0,25.0,194.0,731.0,688.0,479.0,43.0,1325.0,41.0,36.0,50.0,111.0,105.0,35.0,0.261,7.7,21.3,0.36,0.322,0.428,0.75,0.166,4.6,0.308,-7.9,3.1,0.7,751.0,41.2,0.324,101.0
643,2012,Twins,2271.0,5562.0,6209.0,1448.0,1017.0,270.0,30.0,131.0,701.0,666.0,505.0,28.0,1069.0,53.0,56.0,33.0,149.0,135.0,37.0,0.26,8.1,17.2,0.47,0.325,0.39,0.715,0.13,4.9,0.298,2.5,-7.1,5.3,698.0,-10.8,0.313,95.0
644,2012,Diamondbacks,2213.0,5462.0,6150.0,1416.0,911.0,307.0,33.0,165.0,734.0,710.0,539.0,47.0,1266.0,41.0,45.0,61.0,108.0,93.0,51.0,0.259,8.8,20.6,0.43,0.328,0.418,0.746,0.159,4.6,0.307,-1.2,3.8,-8.2,736.0,34.1,0.323,97.0
645,2012,Phillies,2294.0,5544.0,6172.0,1414.0,957.0,271.0,28.0,158.0,684.0,659.0,454.0,41.0,1094.0,63.0,39.0,72.0,115.0,116.0,23.0,0.255,7.4,17.7,0.41,0.317,0.4,0.716,0.144,4.9,0.29,1.5,1.6,7.6,683.0,-21.4,0.311,93.0
646,2012,Reds,2211.0,5477.0,6115.0,1377.0,879.0,296.0,30.0,172.0,669.0,636.0,481.0,54.0,1266.0,47.0,37.0,73.0,100.0,87.0,27.0,0.251,7.9,20.7,0.38,0.315,0.411,0.726,0.159,4.4,0.296,9.2,3.7,0.6,688.0,-9.6,0.314,93.0
647,2012,Mets,2420.0,5450.0,6091.0,1357.0,911.0,286.0,21.0,139.0,650.0,625.0,503.0,43.0,1250.0,42.0,30.0,64.0,118.0,79.0,38.0,0.249,8.3,20.5,0.4,0.316,0.386,0.701,0.137,3.9,0.298,1.2,1.3,-5.7,647.0,-47.8,0.306,94.0
648,2012,Braves,2264.0,5425.0,6126.0,1341.0,899.0,263.0,30.0,149.0,700.0,660.0,567.0,37.0,1289.0,34.0,46.0,53.0,109.0,101.0,32.0,0.247,9.3,21.0,0.44,0.32,0.389,0.709,0.142,4.6,0.296,3.9,2.4,0.9,668.0,-31.1,0.31,92.0
649,2012,Blue Jays,2289.0,5487.0,6094.0,1346.0,879.0,247.0,22.0,198.0,716.0,677.0,473.0,29.0,1251.0,55.0,45.0,33.0,109.0,123.0,41.0,0.245,7.8,20.5,0.38,0.309,0.407,0.716,0.161,4.6,0.281,0.1,0.3,2.1,676.0,-19.4,0.311,92.0
650,2012,Pirates,2360.0,5412.0,6014.0,1313.0,865.0,241.0,37.0,170.0,651.0,620.0,444.0,32.0,1354.0,51.0,45.0,62.0,98.0,73.0,52.0,0.243,7.4,22.5,0.33,0.304,0.395,0.699,0.152,4.3,0.291,8.0,3.8,-12.1,627.0,-59.1,0.304,91.0
651,2012,Rays,2406.0,5398.0,6105.0,1293.0,838.0,250.0,30.0,175.0,697.0,665.0,571.0,26.0,1323.0,58.0,42.0,34.0,133.0,134.0,44.0,0.24,9.4,21.7,0.43,0.317,0.394,0.711,0.155,4.9,0.284,0.4,-3.9,2.8,678.0,-18.6,0.311,100.0
652,2012,Astros,2421.0,5407.0,6014.0,1276.0,864.0,238.0,28.0,146.0,583.0,545.0,463.0,19.0,1365.0,58.0,30.0,54.0,114.0,105.0,46.0,0.236,7.7,22.7,0.34,0.302,0.371,0.673,0.135,4.3,0.288,-9.1,-4.4,-3.4,588.0,-98.4,0.296,82.0
653,2012,Rockies,2429.0,5577.0,6183.0,1526.0,1002.0,306.0,52.0,166.0,758.0,716.0,450.0,34.0,1213.0,36.0,39.0,74.0,132.0,100.0,40.0,0.274,7.3,19.6,0.37,0.33,0.436,0.766,0.163,5.1,0.321,10.0,-4.7,-2.5,780.0,74.3,0.331,90.0
654,2012,Cardinals,2391.0,5622.0,6326.0,1526.0,1040.0,290.0,37.0,159.0,765.0,732.0,533.0,45.0,1192.0,53.0,49.0,69.0,135.0,91.0,37.0,0.271,8.4,18.8,0.45,0.338,0.421,0.759,0.15,4.7,0.316,1.2,0.8,-3.6,788.0,66.4,0.329,106.0
655,2012,Tigers,2248.0,5476.0,6119.0,1467.0,986.0,279.0,39.0,163.0,726.0,698.0,511.0,46.0,1103.0,57.0,39.0,36.0,156.0,59.0,23.0,0.268,8.4,18.0,0.46,0.335,0.422,0.757,0.154,4.3,0.307,-7.9,-5.8,-4.1,763.0,64.6,0.328,105.0
656,2012,Yankees,2367.0,5524.0,6231.0,1462.0,924.0,280.0,13.0,245.0,804.0,774.0,565.0,31.0,1176.0,62.0,49.0,31.0,136.0,93.0,27.0,0.265,9.1,18.9,0.48,0.337,0.453,0.79,0.188,4.1,0.293,-1.5,2.8,1.0,843.0,132.3,0.342,113.0
657,2012,Red Sox,2317.0,5604.0,6166.0,1459.0,939.0,339.0,16.0,165.0,734.0,695.0,428.0,27.0,1197.0,45.0,55.0,34.0,105.0,97.0,31.0,0.26,6.9,19.4,0.36,0.315,0.415,0.73,0.155,4.2,0.301,-4.4,6.2,0.8,710.0,6.0,0.316,95.0
658,2012,Brewers,2415.0,5557.0,6224.0,1442.0,901.0,300.0,39.0,202.0,776.0,741.0,466.0,35.0,1240.0,90.0,35.0,76.0,111.0,158.0,39.0,0.259,7.5,19.9,0.38,0.325,0.437,0.762,0.177,5.6,0.299,-0.1,2.5,9.7,778.0,67.9,0.329,102.0
659,2012,White Sox,2277.0,5518.0,6111.0,1409.0,941.0,228.0,29.0,211.0,748.0,726.0,461.0,24.0,1203.0,65.0,36.0,31.0,113.0,109.0,43.0,0.255,7.5,19.7,0.38,0.318,0.422,0.74,0.167,4.7,0.289,-4.7,-0.5,-1.8,728.0,31.1,0.322,98.0
660,2012,Dodgers,2356.0,5438.0,6091.0,1369.0,961.0,269.0,23.0,116.0,637.0,607.0,481.0,49.0,1156.0,52.0,38.0,82.0,139.0,104.0,44.0,0.252,7.9,19.0,0.42,0.317,0.374,0.69,0.122,4.2,0.298,-0.1,-5.3,-3.2,624.0,-70.9,0.302,90.0
661,2012,Indians,2339.0,5525.0,6195.0,1385.0,959.0,266.0,24.0,136.0,667.0,635.0,555.0,28.0,1087.0,59.0,39.0,17.0,142.0,110.0,44.0,0.251,9.0,17.5,0.51,0.324,0.381,0.705,0.131,4.2,0.288,-7.9,-3.2,-2.5,681.0,-25.4,0.31,97.0
662,2012,Orioles,2282.0,5560.0,6160.0,1375.0,875.0,270.0,16.0,214.0,712.0,677.0,480.0,24.0,1315.0,50.0,30.0,38.0,152.0,58.0,29.0,0.247,7.8,21.3,0.37,0.311,0.417,0.728,0.17,3.7,0.286,-3.9,-7.1,-6.1,708.0,5.4,0.317,96.0
663,2012,Padres,2384.0,5422.0,6112.0,1339.0,903.0,272.0,43.0,121.0,651.0,610.0,539.0,36.0,1238.0,54.0,34.0,63.0,100.0,155.0,46.0,0.247,8.8,20.3,0.44,0.319,0.38,0.699,0.133,5.5,0.297,2.7,5.0,6.1,651.0,-46.2,0.307,97.0
664,2012,Marlins,2269.0,5437.0,6057.0,1327.0,890.0,261.0,39.0,137.0,609.0,576.0,484.0,46.0,1228.0,35.0,40.0,60.0,114.0,149.0,41.0,0.244,8.0,20.3,0.39,0.308,0.382,0.69,0.138,5.2,0.289,-5.6,0.7,7.4,615.0,-75.8,0.3,87.0
665,2012,Cubs,2341.0,5411.0,5967.0,1297.0,859.0,265.0,36.0,137.0,613.0,570.0,447.0,29.0,1235.0,43.0,24.0,42.0,125.0,94.0,45.0,0.24,7.5,20.7,0.36,0.302,0.378,0.68,0.138,4.6,0.286,3.4,-4.4,-5.0,591.0,-90.0,0.297,81.0
666,2012,Athletics,2247.0,5527.0,6183.0,1315.0,821.0,267.0,32.0,195.0,713.0,676.0,550.0,29.0,1387.0,45.0,34.0,27.0,97.0,122.0,32.0,0.238,8.9,22.4,0.4,0.31,0.404,0.714,0.166,5.1,0.281,9.3,4.7,5.4,685.0,-20.0,0.311,97.0
667,2012,Mariners,2236.0,5494.0,6057.0,1285.0,868.0,241.0,27.0,149.0,619.0,584.0,466.0,21.0,1259.0,30.0,35.0,32.0,95.0,104.0,35.0,0.234,7.7,20.8,0.37,0.296,0.369,0.665,0.135,4.6,0.276,-6.4,5.7,0.8,575.0,-116.5,0.291,87.0
668,2013,Tigers,2274.0,5735.0,6388.0,1625.0,1134.0,292.0,23.0,176.0,796.0,767.0,531.0,40.0,1073.0,43.0,47.0,32.0,147.0,35.0,20.0,0.283,8.3,16.8,0.49,0.346,0.434,0.78,0.151,3.3,0.32,-14.1,1.6,-6.5,838.0,137.5,0.341,114.0
669,2013,Rockies,2330.0,5599.0,6152.0,1511.0,1033.0,283.0,36.0,159.0,706.0,673.0,427.0,26.0,1204.0,26.0,35.0,65.0,111.0,112.0,32.0,0.27,6.9,19.6,0.35,0.323,0.418,0.741,0.149,5.0,0.317,9.8,2.6,5.0,719.0,45.2,0.324,87.0
670,2013,Angels,2311.0,5588.0,6260.0,1476.0,1003.0,270.0,39.0,164.0,733.0,696.0,523.0,40.0,1221.0,48.0,64.0,37.0,150.0,82.0,34.0,0.264,8.4,19.5,0.43,0.329,0.414,0.743,0.15,4.5,0.307,-1.5,-6.2,-2.0,741.0,54.5,0.325,109.0
671,2013,Rangers,2321.0,5585.0,6196.0,1465.0,1004.0,262.0,23.0,176.0,730.0,691.0,462.0,26.0,1067.0,61.0,42.0,45.0,125.0,149.0,46.0,0.262,7.5,17.2,0.43,0.323,0.412,0.735,0.15,4.8,0.294,-2.4,-2.5,6.9,722.0,43.0,0.323,97.0
672,2013,Royals,2236.0,5549.0,6093.0,1443.0,1043.0,254.0,34.0,112.0,648.0,620.0,422.0,38.0,1048.0,42.0,42.0,37.0,131.0,153.0,32.0,0.26,6.9,17.2,0.4,0.315,0.379,0.694,0.119,5.1,0.3,6.9,-1.9,13.2,624.0,-43.5,0.305,89.0
673,2013,Diamondbacks,2349.0,5676.0,6334.0,1468.0,1005.0,302.0,31.0,130.0,685.0,647.0,519.0,51.0,1142.0,43.0,43.0,50.0,160.0,62.0,41.0,0.259,8.2,18.0,0.45,0.323,0.391,0.715,0.133,3.8,0.301,-1.1,-8.8,-8.6,690.0,-3.8,0.314,93.0
674,2013,Indians,2337.0,5465.0,6165.0,1391.0,907.0,290.0,23.0,171.0,745.0,711.0,562.0,19.0,1283.0,51.0,56.0,31.0,106.0,117.0,36.0,0.255,9.1,20.8,0.44,0.327,0.41,0.737,0.155,4.6,0.3,-0.1,7.3,4.3,725.0,49.4,0.324,104.0
675,2013,Blue Jays,2314.0,5537.0,6152.0,1398.0,916.0,273.0,24.0,185.0,712.0,669.0,510.0,19.0,1123.0,38.0,38.0,29.0,133.0,112.0,41.0,0.252,8.3,18.3,0.45,0.318,0.411,0.729,0.158,4.4,0.284,5.0,-2.8,1.6,704.0,29.6,0.32,99.0
676,2013,Nationals,2241.0,5436.0,6047.0,1365.0,918.0,259.0,27.0,161.0,656.0,621.0,464.0,35.0,1192.0,40.0,39.0,68.0,115.0,88.0,28.0,0.251,7.7,19.7,0.39,0.313,0.398,0.71,0.146,4.4,0.292,2.0,-0.9,2.0,646.0,-17.2,0.311,94.0
677,2013,White Sox,2279.0,5563.0,6077.0,1385.0,981.0,237.0,19.0,148.0,598.0,574.0,411.0,23.0,1207.0,34.0,48.0,19.0,124.0,105.0,42.0,0.249,6.8,19.9,0.34,0.302,0.378,0.68,0.129,4.1,0.291,-9.6,-3.1,0.0,597.0,-69.4,0.299,85.0
678,2013,Phillies,2310.0,5456.0,6014.0,1355.0,928.0,255.0,32.0,140.0,610.0,578.0,417.0,41.0,1205.0,53.0,31.0,57.0,132.0,73.0,29.0,0.248,6.9,20.0,0.35,0.306,0.384,0.69,0.135,4.2,0.293,0.1,-6.2,-1.3,604.0,-55.1,0.303,89.0
679,2013,Padres,2359.0,5517.0,6122.0,1349.0,931.0,246.0,26.0,146.0,618.0,578.0,467.0,36.0,1309.0,52.0,34.0,52.0,100.0,118.0,34.0,0.245,7.6,21.4,0.36,0.308,0.378,0.686,0.133,4.6,0.294,0.7,2.5,5.6,612.0,-58.6,0.302,94.0
680,2013,Twins,2332.0,5564.0,6212.0,1346.0,895.0,285.0,15.0,151.0,614.0,590.0,533.0,20.0,1430.0,52.0,32.0,29.0,104.0,52.0,33.0,0.242,8.6,23.0,0.37,0.312,0.38,0.692,0.138,3.1,0.298,0.1,8.5,-7.4,645.0,-35.5,0.307,91.0
681,2013,Cubs,2294.0,5498.0,6079.0,1307.0,820.0,297.0,18.0,172.0,602.0,576.0,439.0,28.0,1230.0,67.0,30.0,43.0,120.0,63.0,32.0,0.238,7.2,20.2,0.36,0.3,0.392,0.693,0.154,3.6,0.275,-5.4,-2.3,-4.2,618.0,-48.7,0.304,90.0
682,2013,Mets,2378.0,5559.0,6207.0,1318.0,893.0,263.0,32.0,130.0,619.0,593.0,512.0,40.0,1384.0,51.0,32.0,53.0,106.0,114.0,35.0,0.237,8.2,22.3,0.37,0.306,0.366,0.672,0.129,4.6,0.291,14.9,3.7,4.4,594.0,-86.4,0.297,90.0
683,2013,Red Sox,2264.0,5651.0,6382.0,1566.0,996.0,363.0,29.0,178.0,853.0,819.0,581.0,51.0,1308.0,72.0,50.0,24.0,137.0,123.0,19.0,0.277,9.1,20.5,0.44,0.349,0.446,0.795,0.169,5.2,0.329,0.4,1.2,11.7,863.0,163.7,0.347,114.0
684,2013,Cardinals,2341.0,5557.0,6202.0,1494.0,1027.0,322.0,20.0,125.0,783.0,745.0,481.0,38.0,1110.0,64.0,44.0,56.0,155.0,45.0,22.0,0.269,7.8,17.9,0.43,0.332,0.401,0.733,0.133,3.8,0.314,4.3,-8.6,-4.8,715.0,35.1,0.322,104.0
685,2013,Dodgers,2336.0,5491.0,6145.0,1447.0,1011.0,281.0,17.0,138.0,649.0,618.0,476.0,45.0,1146.0,57.0,48.0,71.0,130.0,78.0,28.0,0.264,7.7,18.6,0.42,0.326,0.396,0.722,0.133,3.9,0.308,-8.8,1.2,-0.4,685.0,11.8,0.317,103.0
686,2013,Giants,2396.0,5552.0,6168.0,1446.0,1024.0,280.0,35.0,107.0,629.0,596.0,469.0,40.0,1078.0,39.0,42.0,66.0,131.0,67.0,26.0,0.26,7.6,17.5,0.44,0.32,0.381,0.702,0.121,4.3,0.304,-0.5,-1.8,-1.8,645.0,-31.5,0.309,100.0
687,2013,Orioles,2246.0,5620.0,6144.0,1460.0,936.0,298.0,14.0,212.0,745.0,719.0,416.0,36.0,1125.0,36.0,45.0,27.0,105.0,79.0,29.0,0.26,6.8,18.3,0.37,0.313,0.431,0.744,0.171,3.9,0.288,6.5,7.3,0.0,719.0,45.3,0.323,101.0
688,2013,Rays,2423.0,5538.0,6242.0,1421.0,937.0,296.0,23.0,165.0,700.0,670.0,589.0,31.0,1171.0,36.0,55.0,24.0,140.0,73.0,38.0,0.257,9.4,18.8,0.5,0.329,0.408,0.737,0.151,3.7,0.295,10.6,-2.8,-5.3,733.0,48.7,0.324,107.0
689,2013,Athletics,2313.0,5521.0,6209.0,1403.0,891.0,301.0,25.0,186.0,767.0,725.0,573.0,29.0,1178.0,45.0,49.0,21.0,108.0,74.0,28.0,0.254,9.2,19.0,0.49,0.327,0.419,0.745,0.165,4.4,0.289,3.3,7.8,-1.1,743.0,63.0,0.327,108.0
690,2013,Brewers,2335.0,5474.0,6064.0,1381.0,943.0,238.0,43.0,157.0,640.0,610.0,407.0,22.0,1183.0,71.0,35.0,77.0,116.0,142.0,50.0,0.252,6.7,19.5,0.34,0.311,0.398,0.708,0.145,5.1,0.294,-13.1,1.9,4.3,647.0,-17.8,0.311,91.0
691,2013,Reds,2286.0,5499.0,6293.0,1370.0,921.0,274.0,20.0,155.0,698.0,664.0,585.0,65.0,1245.0,76.0,46.0,85.0,129.0,67.0,35.0,0.249,9.3,19.8,0.47,0.327,0.391,0.718,0.142,3.7,0.293,3.6,-0.3,-5.3,692.0,2.7,0.316,96.0
692,2013,Braves,2293.0,5441.0,6133.0,1354.0,905.0,247.0,21.0,181.0,688.0,656.0,542.0,36.0,1384.0,55.0,35.0,58.0,120.0,64.0,31.0,0.249,8.8,22.6,0.39,0.321,0.402,0.723,0.153,3.7,0.3,-1.9,0.4,-4.2,689.0,17.3,0.318,102.0
693,2013,Pirates,2369.0,5486.0,6135.0,1346.0,877.0,273.0,35.0,161.0,634.0,603.0,469.0,41.0,1330.0,88.0,29.0,62.0,120.0,94.0,42.0,0.245,7.6,21.7,0.35,0.313,0.396,0.709,0.151,4.6,0.294,4.2,-0.2,-2.2,658.0,-14.5,0.312,99.0
694,2013,Yankees,2253.0,5449.0,6044.0,1321.0,906.0,247.0,24.0,144.0,650.0,614.0,466.0,33.0,1214.0,57.0,36.0,36.0,121.0,115.0,31.0,0.242,7.7,20.1,0.38,0.307,0.376,0.683,0.133,4.8,0.285,-4.4,2.6,6.2,603.0,-59.4,0.301,86.0
695,2013,Astros,2266.0,5457.0,6020.0,1307.0,877.0,266.0,16.0,148.0,610.0,566.0,426.0,17.0,1535.0,52.0,38.0,46.0,110.0,110.0,61.0,0.24,7.1,25.5,0.28,0.299,0.375,0.674,0.136,4.1,0.304,-2.7,-0.1,-6.1,583.0,-77.0,0.298,85.0
696,2013,Mariners,2237.0,5558.0,6172.0,1318.0,864.0,249.0,17.0,188.0,624.0,597.0,529.0,21.0,1353.0,31.0,28.0,26.0,122.0,49.0,23.0,0.237,8.6,21.9,0.39,0.306,0.39,0.695,0.152,3.4,0.279,-5.2,2.2,-3.9,642.0,-34.5,0.307,95.0
697,2013,Marlins,2244.0,5449.0,6021.0,1257.0,912.0,219.0,31.0,95.0,513.0,485.0,432.0,31.0,1232.0,56.0,26.0,57.0,131.0,78.0,29.0,0.231,7.2,20.5,0.35,0.293,0.335,0.627,0.104,4.1,0.28,-1.0,-3.9,-0.3,493.0,-166.8,0.279,74.0
698,2014,Tigers,2330.0,5630.0,6202.0,1557.0,1051.0,325.0,26.0,155.0,757.0,731.0,443.0,51.0,1144.0,44.0,61.0,24.0,137.0,106.0,41.0,0.277,7.1,18.4,0.39,0.331,0.426,0.757,0.15,4.7,0.319,-5.3,-2.1,0.1,768.0,101.7,0.331,112.0
699,2014,Dodgers,2364.0,5560.0,6231.0,1476.0,1002.0,302.0,38.0,134.0,718.0,686.0,519.0,30.0,1246.0,61.0,43.0,47.0,119.0,138.0,50.0,0.265,8.3,20.0,0.42,0.333,0.406,0.738,0.14,5.1,0.318,-3.9,0.6,2.9,745.0,75.7,0.327,112.0
700,2014,Pirates,2362.0,5536.0,6224.0,1436.0,975.0,275.0,30.0,156.0,682.0,659.0,520.0,46.0,1244.0,78.0,35.0,54.0,127.0,104.0,47.0,0.259,8.4,20.0,0.42,0.33,0.404,0.734,0.145,4.4,0.307,8.3,-1.8,-2.7,733.0,63.8,0.325,108.0
701,2014,Blue Jays,2397.0,5549.0,6167.0,1435.0,952.0,282.0,24.0,177.0,723.0,690.0,502.0,27.0,1151.0,41.0,40.0,35.0,128.0,78.0,21.0,0.259,8.1,18.7,0.44,0.323,0.414,0.736,0.155,4.2,0.295,-1.9,-0.2,2.1,734.0,71.0,0.325,107.0
702,2014,Orioles,2294.0,5596.0,6130.0,1434.0,943.0,264.0,16.0,211.0,705.0,681.0,401.0,29.0,1285.0,62.0,36.0,35.0,112.0,44.0,20.0,0.256,6.5,21.0,0.31,0.311,0.422,0.734,0.166,3.6,0.296,-4.4,2.1,-3.9,717.0,58.3,0.323,104.0
703,2014,Twins,2292.0,5567.0,6233.0,1412.0,941.0,316.0,27.0,128.0,715.0,675.0,544.0,29.0,1329.0,53.0,44.0,25.0,97.0,99.0,36.0,0.254,8.7,21.3,0.41,0.324,0.389,0.713,0.135,4.6,0.309,10.4,10.0,0.5,701.0,30.5,0.316,100.0
704,2014,Indians,2391.0,5575.0,6222.0,1411.0,962.0,284.0,23.0,142.0,669.0,644.0,504.0,24.0,1189.0,42.0,49.0,51.0,126.0,104.0,27.0,0.253,8.1,19.1,0.42,0.317,0.389,0.706,0.136,4.4,0.296,5.2,-0.3,5.0,683.0,13.8,0.313,98.0
705,2014,Marlins,2311.0,5538.0,6185.0,1399.0,987.0,254.0,36.0,122.0,645.0,614.0,501.0,49.0,1419.0,35.0,39.0,71.0,143.0,58.0,21.0,0.253,8.1,22.9,0.35,0.317,0.378,0.694,0.125,4.2,0.316,0.4,-4.1,-1.9,647.0,-17.9,0.307,95.0
706,2014,Brewers,2327.0,5462.0,6065.0,1366.0,891.0,297.0,28.0,150.0,650.0,617.0,423.0,32.0,1197.0,73.0,37.0,70.0,137.0,102.0,43.0,0.25,7.0,19.7,0.35,0.311,0.397,0.708,0.147,4.5,0.293,-2.2,-9.0,-0.9,656.0,4.0,0.313,94.0
707,2014,Rays,2352.0,5516.0,6205.0,1361.0,957.0,263.0,24.0,117.0,612.0,586.0,527.0,31.0,1124.0,66.0,53.0,43.0,135.0,63.0,27.0,0.247,8.5,18.1,0.47,0.317,0.367,0.684,0.12,3.6,0.287,4.8,-0.5,-3.3,642.0,-24.8,0.305,97.0
708,2014,Athletics,2358.0,5545.0,6245.0,1354.0,922.0,253.0,33.0,146.0,729.0,686.0,586.0,34.0,1104.0,49.0,43.0,19.0,118.0,83.0,20.0,0.244,9.4,17.7,0.53,0.32,0.381,0.7,0.137,4.6,0.278,3.8,3.9,3.3,678.0,6.3,0.312,102.0
709,2014,Mariners,2333.0,5450.0,5977.0,1328.0,913.0,247.0,32.0,136.0,634.0,600.0,396.0,33.0,1232.0,60.0,34.0,35.0,113.0,96.0,42.0,0.244,6.6,20.6,0.32,0.3,0.376,0.676,0.132,4.5,0.29,3.7,1.2,-1.7,592.0,-50.1,0.299,94.0
710,2014,Astros,2229.0,5447.0,6055.0,1317.0,895.0,240.0,19.0,163.0,629.0,596.0,495.0,27.0,1442.0,55.0,36.0,22.0,122.0,122.0,37.0,0.242,8.2,23.8,0.34,0.309,0.383,0.692,0.141,4.4,0.298,-2.0,0.5,5.1,640.0,-11.2,0.308,98.0
711,2014,Cubs,2358.0,5508.0,6102.0,1315.0,857.0,270.0,31.0,157.0,614.0,590.0,442.0,29.0,1477.0,54.0,41.0,57.0,94.0,65.0,40.0,0.239,7.2,24.2,0.3,0.3,0.385,0.684,0.146,4.1,0.296,4.4,6.7,-7.1,618.0,-37.9,0.303,91.0
712,2014,Reds,2213.0,5395.0,5978.0,1282.0,877.0,254.0,20.0,131.0,595.0,562.0,415.0,22.0,1252.0,52.0,37.0,76.0,88.0,122.0,52.0,0.238,6.9,20.9,0.33,0.296,0.365,0.661,0.127,4.4,0.284,-5.8,4.8,-0.2,566.0,-77.0,0.294,83.0
713,2014,Rockies,2387.0,5612.0,6164.0,1551.0,1017.0,307.0,41.0,186.0,755.0,721.0,397.0,39.0,1281.0,48.0,48.0,59.0,121.0,85.0,48.0,0.276,6.4,20.8,0.31,0.327,0.445,0.772,0.169,4.6,0.326,-5.8,0.0,-6.5,787.0,124.8,0.337,97.0
714,2014,Royals,2273.0,5545.0,6058.0,1456.0,1046.0,286.0,29.0,95.0,651.0,604.0,380.0,22.0,985.0,53.0,47.0,33.0,131.0,153.0,36.0,0.263,6.3,16.3,0.39,0.314,0.376,0.69,0.113,5.2,0.302,-3.1,-3.6,11.5,631.0,-20.7,0.306,92.0
715,2014,Angels,2468.0,5652.0,6284.0,1464.0,974.0,304.0,31.0,155.0,773.0,729.0,492.0,42.0,1266.0,60.0,54.0,26.0,112.0,81.0,39.0,0.259,7.8,20.1,0.39,0.322,0.406,0.728,0.147,4.4,0.305,0.1,5.3,-4.1,726.0,50.8,0.321,110.0
716,2014,Rangers,2264.0,5460.0,6026.0,1400.0,1001.0,260.0,28.0,111.0,637.0,597.0,417.0,37.0,1162.0,61.0,45.0,41.0,148.0,105.0,59.0,0.256,6.9,19.3,0.36,0.314,0.375,0.689,0.119,4.4,0.305,14.1,-9.2,-6.7,626.0,-22.2,0.305,90.0
717,2014,Giants,2353.0,5523.0,6087.0,1407.0,976.0,257.0,42.0,132.0,665.0,636.0,427.0,37.0,1245.0,43.0,49.0,45.0,113.0,56.0,27.0,0.255,7.0,20.5,0.34,0.311,0.388,0.699,0.133,4.3,0.304,2.4,2.4,-4.3,642.0,-12.1,0.308,99.0
718,2014,Nationals,2265.0,5542.0,6216.0,1403.0,959.0,265.0,27.0,152.0,686.0,635.0,517.0,29.0,1304.0,56.0,41.0,60.0,115.0,101.0,23.0,0.253,8.3,21.0,0.4,0.321,0.393,0.714,0.14,4.7,0.303,7.6,1.8,5.9,694.0,25.7,0.317,99.0
719,2014,Cardinals,2324.0,5426.0,6086.0,1371.0,970.0,275.0,21.0,105.0,619.0,585.0,471.0,28.0,1133.0,86.0,39.0,64.0,140.0,57.0,32.0,0.253,7.7,18.6,0.42,0.32,0.369,0.689,0.116,3.6,0.3,-2.2,-7.0,-6.3,639.0,-15.3,0.308,95.0
720,2014,White Sox,2285.0,5543.0,6077.0,1400.0,934.0,279.0,32.0,155.0,660.0,625.0,417.0,33.0,1362.0,60.0,38.0,19.0,127.0,85.0,36.0,0.253,6.9,22.4,0.31,0.31,0.398,0.708,0.146,4.3,0.306,-9.5,-1.8,-1.8,664.0,11.2,0.312,99.0
721,2014,Diamondbacks,2274.0,5552.0,6089.0,1379.0,955.0,259.0,47.0,118.0,615.0,573.0,398.0,31.0,1165.0,43.0,36.0,56.0,115.0,86.0,33.0,0.248,6.5,19.1,0.34,0.302,0.376,0.678,0.127,4.9,0.293,0.0,1.9,-0.4,601.0,-53.3,0.3,83.0
722,2014,Yankees,2288.0,5497.0,6082.0,1349.0,929.0,247.0,26.0,147.0,633.0,591.0,452.0,16.0,1133.0,56.0,47.0,29.0,111.0,112.0,26.0,0.245,7.4,18.6,0.4,0.307,0.38,0.687,0.135,4.7,0.282,-5.6,1.6,7.2,631.0,-22.7,0.305,94.0
723,2014,Red Sox,2283.0,5551.0,6226.0,1355.0,930.0,282.0,20.0,123.0,634.0,601.0,535.0,36.0,1337.0,68.0,52.0,20.0,138.0,63.0,25.0,0.244,8.6,21.5,0.4,0.316,0.369,0.684,0.124,3.7,0.297,-3.4,-2.2,-2.5,644.0,-25.3,0.305,89.0
724,2014,Phillies,2282.0,5603.0,6198.0,1356.0,953.0,251.0,27.0,125.0,619.0,584.0,443.0,42.0,1306.0,55.0,37.0,59.0,95.0,109.0,26.0,0.242,7.1,21.1,0.34,0.302,0.363,0.665,0.121,4.7,0.292,-3.9,7.8,6.7,592.0,-74.2,0.295,86.0
