,Year,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,FIP,E-F,xFIP,SIERA
221,1998,Pirates,69.0,93.0,3.91,558.0,163.0,7.0,2.0,41.0, , ,1449.0,6217.0,1433.0,718.0,629.0,147.0,530.0,53.0,31.0,45.0,14.0,1112.0,6.91,3.29,2.1,0.91,17.9,8.5,9.4,0.253,1.35,0.292,71.4,92.0,95.0, ,4.08,-0.18, , 
222,1998,Red Sox,92.0,70.0,4.19,594.0,162.0,5.0,2.0,53.0, , ,1436.0,6141.0,1406.0,729.0,668.0,168.0,504.0,33.0,53.0,62.0,2.0,1025.0,6.42,3.16,2.03,1.05,16.7,8.2,8.5,0.252,1.33,0.282,71.4,88.0,99.0, ,4.4,-0.21, , 
223,1998,Cardinals,83.0,79.0,4.32,591.0,163.0,6.0,2.0,44.0, , ,1469.2,6392.0,1513.0,782.0,706.0,151.0,558.0,38.0,54.0,42.0,14.0,972.0,5.95,3.42,1.74,0.92,15.2,8.7,6.5,0.262,1.41,0.292,70.2,103.0,101.0, ,4.4,-0.08, , 
224,1998,Expos,65.0,97.0,4.39,605.0,162.0,4.0,0.0,39.0, , ,1427.0,6207.0,1448.0,783.0,696.0,156.0,533.0,39.0,57.0,50.0,12.0,1017.0,6.41,3.36,1.91,0.98,16.4,8.6,7.8,0.258,1.39,0.291,69.0,104.0,102.0, ,4.38,0.01, , 
225,1998,Indians,89.0,73.0,4.45,585.0,162.0,9.0,3.0,47.0, , ,1460.0,6393.0,1552.0,779.0,722.0,171.0,563.0,48.0,67.0,35.0,5.0,1037.0,6.39,3.47,1.84,1.05,16.2,8.8,7.4,0.269,1.45,0.303,72.2,94.0,99.0, ,4.54,-0.09, , 
226,1998,Cubs,90.0,73.0,4.5,612.0,163.0,7.0,5.0,56.0, , ,1477.1,6472.0,1528.0,792.0,738.0,180.0,575.0,48.0,48.0,48.0,14.0,1207.0,7.35,3.5,2.1,1.1,18.7,8.9,9.8,0.261,1.42,0.302,71.6,106.0,100.0, ,4.35,0.14, , 
227,1998,Diamondbacks,65.0,97.0,4.64,530.0,162.0,7.0,2.0,37.0, , ,1432.1,6151.0,1463.0,812.0,738.0,188.0,489.0,32.0,41.0,52.0,14.0,908.0,5.71,3.07,1.86,1.18,14.8,8.0,6.8,0.26,1.36,0.282,68.3,107.0,108.0, ,4.69,-0.05, , 
228,1998,Orioles,79.0,83.0,4.74,564.0,162.0,16.0,4.0,37.0, , ,1431.1,6213.0,1505.0,785.0,754.0,169.0,535.0,33.0,46.0,51.0,6.0,1065.0,6.7,3.36,1.99,1.06,17.1,8.6,8.5,0.267,1.43,0.304,70.4,105.0,97.0, ,4.4,0.34, , 
229,1998,Athletics,74.0,88.0,4.83,570.0,162.0,12.0,3.0,39.0, , ,1434.0,6310.0,1555.0,866.0,769.0,179.0,529.0,29.0,56.0,67.0,5.0,922.0,5.79,3.32,1.74,1.12,14.6,8.4,6.2,0.272,1.45,0.298,67.4,105.0,103.0, ,4.7,0.13, , 
230,1998,Mariners,76.0,85.0,4.95,529.0,161.0,17.0,5.0,31.0, , ,1424.1,6271.0,1530.0,855.0,784.0,196.0,528.0,23.0,60.0,61.0,6.0,1156.0,7.3,3.34,2.19,1.24,18.4,8.4,10.0,0.269,1.44,0.308,68.5,106.0,98.0, ,4.54,0.41, , 
231,1998,Rockies,77.0,85.0,5.0,568.0,162.0,9.0,2.0,36.0, , ,1432.2,6277.0,1583.0,855.0,796.0,174.0,562.0,17.0,63.0,47.0,9.0,951.0,5.97,3.53,1.69,1.09,15.2,9.0,6.2,0.28,1.5,0.311,68.9,95.0,98.0, ,4.7,0.3, , 
232,1998,Marlins,54.0,108.0,5.2,582.0,162.0,11.0,0.0,24.0, , ,1449.2,6553.0,1617.0,923.0,838.0,182.0,715.0,61.0,58.0,62.0,10.0,1016.0,6.31,4.44,1.42,1.13,15.5,10.9,4.6,0.28,1.61,0.313,68.7,128.0,118.0, ,4.97,0.23, , 
233,1998,Astros,102.0,60.0,3.5,501.0,162.0,12.0,7.0,44.0, , ,1471.1,6214.0,1435.0,620.0,572.0,147.0,465.0,25.0,42.0,50.0,5.0,1187.0,7.26,2.84,2.55,0.9,19.1,7.5,11.6,0.251,1.29,0.295,76.1,87.0,95.0, ,3.86,-0.36, , 
234,1998,Mets,88.0,74.0,3.77,561.0,162.0,9.0,3.0,46.0, , ,1458.0,6161.0,1381.0,645.0,611.0,152.0,532.0,59.0,68.0,40.0,11.0,1129.0,6.97,3.28,2.12,0.94,18.3,8.6,9.7,0.248,1.31,0.287,75.6,93.0,100.0, ,4.18,-0.41, , 
235,1998,Yankees,114.0,48.0,3.82,496.0,162.0,22.0,8.0,48.0, , ,1456.2,6100.0,1357.0,656.0,619.0,156.0,466.0,25.0,68.0,37.0,5.0,1080.0,6.67,2.88,2.32,0.96,17.7,7.6,10.1,0.244,1.25,0.277,73.8,84.0,91.0, ,4.15,-0.32, , 
236,1998,Giants,89.0,74.0,4.19,596.0,163.0,6.0,3.0,44.0, , ,1477.0,6362.0,1457.0,739.0,687.0,171.0,562.0,68.0,52.0,58.0,3.0,1089.0,6.64,3.42,1.94,1.04,17.1,8.8,8.3,0.253,1.37,0.287,72.7,103.0,104.0, ,4.42,-0.23, , 
237,1998,Blue Jays,88.0,74.0,4.29,547.0,163.0,10.0,5.0,47.0, , ,1465.0,6352.0,1443.0,768.0,698.0,169.0,587.0,26.0,45.0,34.0,4.0,1154.0,7.09,3.61,1.97,1.04,18.2,9.2,8.9,0.252,1.39,0.29,71.1,92.0,96.0, ,4.36,-0.07, , 
238,1998,Devil Rays,63.0,99.0,4.35,572.0,162.0,7.0,2.0,28.0, , ,1443.0,6269.0,1425.0,751.0,698.0,171.0,643.0,27.0,81.0,43.0,3.0,1008.0,6.29,4.01,1.57,1.07,16.1,10.3,5.8,0.257,1.43,0.287,73.2,93.0,104.0, ,4.79,-0.43, , 
239,1998,Reds,77.0,85.0,4.44,528.0,162.0,6.0,3.0,42.0, , ,1441.1,6206.0,1400.0,760.0,711.0,170.0,573.0,42.0,52.0,60.0,7.0,1098.0,6.86,3.58,1.92,1.06,17.7,9.2,8.5,0.251,1.37,0.285,70.8,103.0,102.0, ,4.45,-0.01, , 
240,1998,Angels,85.0,77.0,4.49,577.0,162.0,3.0,1.0,52.0, , ,1444.0,6326.0,1481.0,783.0,720.0,164.0,630.0,23.0,47.0,70.0,4.0,1091.0,6.8,3.93,1.73,1.02,17.3,10.0,7.3,0.262,1.46,0.3,71.3,96.0,97.0, ,4.51,-0.02, , 
241,1998,Brewers,74.0,88.0,4.63,577.0,162.0,2.0,0.0,39.0, , ,1451.0,6325.0,1538.0,812.0,746.0,188.0,550.0,29.0,61.0,48.0,7.0,1063.0,6.59,3.41,1.93,1.17,16.8,8.7,8.1,0.269,1.44,0.302,70.9,109.0,107.0, ,4.62,0.01, , 
242,1998,Phillies,75.0,87.0,4.64,547.0,162.0,21.0,3.0,32.0, , ,1463.0,6339.0,1476.0,808.0,754.0,188.0,544.0,27.0,54.0,73.0,5.0,1176.0,7.23,3.35,2.16,1.16,18.6,8.6,10.0,0.257,1.38,0.294,69.9,108.0,104.0, ,4.43,0.21, , 
243,1998,Twins,70.0,92.0,4.76,594.0,162.0,7.0,1.0,42.0, , ,1447.2,6322.0,1622.0,818.0,765.0,180.0,457.0,21.0,44.0,55.0,5.0,952.0,5.92,2.84,2.08,1.12,15.1,7.2,7.8,0.279,1.44,0.308,69.8,99.0,99.0, ,4.48,0.28, , 
244,1998,Tigers,65.0,97.0,4.93,608.0,162.0,9.0,3.0,32.0, , ,1446.1,6327.0,1551.0,863.0,793.0,185.0,595.0,53.0,40.0,60.0,0.0,947.0,5.89,3.7,1.59,1.15,15.0,9.4,5.6,0.272,1.48,0.3,68.7,105.0,102.0, ,4.81,0.12, , 
245,1998,Rangers,88.0,74.0,5.0,564.0,162.0,10.0,4.0,46.0, , ,1431.1,6357.0,1624.0,871.0,795.0,164.0,519.0,32.0,45.0,62.0,2.0,994.0,6.25,3.26,1.92,1.03,15.6,8.2,7.5,0.28,1.5,0.315,67.3,103.0,94.0, ,4.42,0.58, , 
246,1998,Royals,72.0,89.0,5.16,549.0,161.0,6.0,3.0,46.0, , ,1436.1,6369.0,1590.0,899.0,824.0,196.0,568.0,28.0,60.0,72.0,5.0,999.0,6.26,3.56,1.76,1.23,15.7,8.9,6.8,0.277,1.5,0.307,67.9,109.0,103.0, ,4.83,0.33, , 
247,1998,White Sox,80.0,82.0,5.24,568.0,163.0,8.0,0.0,42.0, , ,1438.2,6368.0,1569.0,931.0,837.0,211.0,580.0,20.0,54.0,58.0,10.0,911.0,5.7,3.63,1.57,1.32,14.3,9.1,5.2,0.274,1.49,0.294,66.7,114.0,112.0, ,5.1,0.13, , 
248,1999,Braves,103.0,59.0,3.65,556.0,162.0,9.0,1.0,45.0, , ,1471.0,6218.0,1398.0,661.0,596.0,142.0,507.0,55.0,26.0,34.0,3.0,1197.0,7.32,3.1,2.36,0.87,19.3,8.2,11.1,0.246,1.3,0.289,73.3,81.0,84.0, ,3.85,-0.2, , 
249,1999,Astros,97.0,65.0,3.84,501.0,162.0,12.0,5.0,48.0, , ,1458.2,6199.0,1485.0,675.0,622.0,128.0,478.0,17.0,40.0,54.0,0.0,1204.0,7.43,2.95,2.52,0.79,19.4,7.7,11.7,0.261,1.35,0.312,72.8,89.0,84.0, ,3.69,0.15, , 
250,1999,Red Sox,94.0,68.0,4.0,574.0,162.0,6.0,1.0,50.0, , ,1436.2,6120.0,1396.0,718.0,638.0,160.0,469.0,25.0,55.0,28.0,0.0,1131.0,7.09,2.94,2.41,1.0,18.5,7.7,10.8,0.249,1.3,0.287,70.9,81.0,88.0, ,4.1,-0.1, , 
251,1999,Mets,97.0,66.0,4.27,602.0,163.0,5.0,3.0,49.0, , ,1456.2,6232.0,1372.0,711.0,691.0,167.0,617.0,53.0,52.0,38.0,4.0,1172.0,7.24,3.81,1.9,1.03,18.8,9.9,8.9,0.247,1.37,0.285,73.6,97.0,98.0, ,4.39,-0.12, , 
252,1999,Dodgers,77.0,85.0,4.45,561.0,162.0,8.0,3.0,37.0, , ,1452.2,6317.0,1438.0,787.0,718.0,192.0,594.0,26.0,62.0,53.0,9.0,1077.0,6.67,3.68,1.81,1.19,17.1,9.4,7.7,0.254,1.4,0.284,71.6,104.0,103.0, ,4.72,-0.28, , 
253,1999,Expos,68.0,94.0,4.69,594.0,162.0,6.0,3.0,44.0, , ,1434.1,6321.0,1505.0,853.0,748.0,152.0,572.0,39.0,60.0,45.0,8.0,1043.0,6.54,3.59,1.82,0.95,16.5,9.1,7.5,0.265,1.45,0.301,66.7,102.0,95.0, ,4.38,0.31, , 
254,1999,Cardinals,75.0,86.0,4.76,615.0,161.0,5.0,3.0,38.0, , ,1445.1,6427.0,1519.0,838.0,764.0,161.0,667.0,38.0,63.0,60.0,9.0,1025.0,6.38,4.15,1.54,1.0,16.0,10.4,5.6,0.267,1.51,0.301,69.7,105.0,100.0, ,4.68,0.08, , 
255,1999,Orioles,78.0,84.0,4.77,555.0,162.0,17.0,4.0,33.0, , ,1435.0,6259.0,1468.0,815.0,761.0,198.0,647.0,34.0,49.0,55.0,6.0,982.0,6.16,4.06,1.52,1.24,15.7,10.3,5.4,0.264,1.47,0.29,71.5,101.0,105.0, ,5.01,-0.24, , 
256,1999,Marlins,64.0,98.0,4.9,614.0,162.0,6.0,2.0,33.0, , ,1435.2,6389.0,1560.0,852.0,781.0,171.0,655.0,54.0,54.0,46.0,12.0,943.0,5.91,4.11,1.44,1.07,14.8,10.3,4.5,0.275,1.54,0.304,69.8,111.0,106.0, ,4.85,0.05, , 
257,1999,White Sox,75.0,86.0,4.92,571.0,162.0,6.0,1.0,39.0, , ,1438.1,6452.0,1608.0,870.0,787.0,210.0,596.0,31.0,61.0,60.0,9.0,968.0,6.06,3.73,1.62,1.31,15.0,9.2,5.8,0.277,1.53,0.303,70.8,101.0,104.0, ,5.06,-0.13, , 
258,1999,Phillies,77.0,85.0,4.93,603.0,162.0,11.0,2.0,32.0, , ,1438.1,6348.0,1494.0,846.0,788.0,212.0,627.0,24.0,58.0,67.0,10.0,1030.0,6.44,3.92,1.64,1.33,16.2,9.9,6.4,0.264,1.47,0.29,70.8,107.0,110.0, ,5.05,-0.12, , 
259,1999,Devil Rays,69.0,93.0,5.06,615.0,162.0,6.0,2.0,45.0, , ,1433.0,6482.0,1606.0,913.0,805.0,172.0,695.0,25.0,79.0,53.0,5.0,1055.0,6.63,4.36,1.52,1.08,16.3,10.7,5.6,0.281,1.61,0.32,68.6,103.0,100.0, ,4.84,0.21, , 
260,1999,Brewers,74.0,87.0,5.08,614.0,161.0,2.0,0.0,40.0, , ,1442.2,6477.0,1618.0,886.0,815.0,213.0,616.0,42.0,51.0,64.0,10.0,987.0,6.16,3.84,1.6,1.33,15.2,9.5,5.7,0.278,1.55,0.305,70.4,111.0,110.0, ,5.07,0.01, , 
261,1999,Mariners,79.0,83.0,5.25,508.0,162.0,7.0,2.0,40.0, , ,1433.2,6471.0,1613.0,905.0,836.0,191.0,684.0,39.0,71.0,63.0,3.0,980.0,6.15,4.29,1.43,1.2,15.1,10.6,4.6,0.282,1.6,0.313,69.7,112.0,108.0, ,5.08,0.17, , 
262,1999,Royals,64.0,97.0,5.35,577.0,161.0,11.0,2.0,29.0, , ,1420.2,6387.0,1607.0,921.0,845.0,202.0,643.0,34.0,68.0,59.0,6.0,831.0,5.26,4.07,1.29,1.28,13.0,10.1,2.9,0.283,1.58,0.303,68.6,105.0,108.0, ,5.31,0.04, , 
263,1999,Diamondbacks,100.0,62.0,3.77,544.0,162.0,16.0,4.0,42.0, , ,1467.1,6233.0,1387.0,676.0,615.0,176.0,543.0,48.0,49.0,39.0,10.0,1198.0,7.35,3.33,2.21,1.08,19.2,8.7,10.5,0.246,1.32,0.284,75.2,81.0,92.0, ,4.27,-0.5, , 
264,1999,Reds,96.0,67.0,3.99,544.0,163.0,6.0,3.0,55.0, , ,1462.0,6221.0,1309.0,711.0,648.0,190.0,636.0,46.0,45.0,65.0,3.0,1081.0,6.65,3.92,1.7,1.17,17.4,10.2,7.2,0.236,1.33,0.262,74.2,86.0,101.0, ,4.74,-0.75, , 
265,1999,Yankees,98.0,64.0,4.16,521.0,162.0,6.0,4.0,50.0, , ,1439.2,6233.0,1402.0,731.0,665.0,158.0,581.0,27.0,57.0,49.0,4.0,1111.0,6.95,3.63,1.91,0.99,17.8,9.3,8.5,0.251,1.38,0.288,72.0,88.0,91.0, ,4.35,-0.19, , 
266,1999,Pirates,78.0,83.0,4.35,586.0,161.0,8.0,0.0,34.0, , ,1433.1,6272.0,1444.0,782.0,692.0,160.0,633.0,54.0,51.0,54.0,10.0,1083.0,6.8,3.97,1.71,1.0,17.3,10.1,7.2,0.258,1.45,0.296,70.7,94.0,98.0, ,4.51,-0.16, , 
267,1999,Padres,74.0,88.0,4.47,564.0,162.0,5.0,3.0,43.0, , ,1420.1,6147.0,1454.0,781.0,705.0,193.0,529.0,48.0,35.0,73.0,5.0,1078.0,6.83,3.35,2.04,1.22,17.5,8.6,8.9,0.26,1.4,0.292,70.8,105.0,103.0, ,4.57,-0.11, , 
268,1999,Giants,86.0,76.0,4.71,612.0,162.0,6.0,1.0,42.0, , ,1456.1,6430.0,1486.0,831.0,762.0,194.0,655.0,41.0,51.0,62.0,7.0,1076.0,6.65,4.05,1.64,1.2,16.7,10.2,6.6,0.26,1.47,0.29,70.9,108.0,106.0, ,4.84,-0.13, , 
269,1999,Athletics,87.0,75.0,4.76,568.0,162.0,6.0,0.0,48.0, , ,1438.1,6309.0,1537.0,846.0,761.0,160.0,569.0,45.0,54.0,57.0,8.0,967.0,6.05,3.56,1.7,1.0,15.3,9.0,6.3,0.27,1.46,0.302,67.9,100.0,94.0, ,4.53,0.23, , 
270,1999,Angels,70.0,92.0,4.79,562.0,162.0,4.0,0.0,37.0, , ,1431.1,6258.0,1472.0,826.0,762.0,177.0,624.0,17.0,56.0,65.0,5.0,877.0,5.51,3.92,1.41,1.11,14.0,10.0,4.0,0.264,1.46,0.286,69.6,97.0,101.0, ,4.94,-0.15, , 
271,1999,Indians,97.0,65.0,4.91,628.0,162.0,3.0,1.0,46.0, , ,1450.1,6374.0,1503.0,860.0,792.0,197.0,634.0,55.0,54.0,53.0,3.0,1120.0,6.95,3.93,1.77,1.22,17.6,10.0,7.6,0.264,1.47,0.299,69.5,99.0,98.0, ,4.78,0.14, , 
272,1999,Blue Jays,84.0,78.0,4.93,539.0,162.0,14.0,3.0,39.0, , ,1439.0,6368.0,1582.0,862.0,788.0,191.0,575.0,25.0,53.0,54.0,4.0,1009.0,6.31,3.6,1.75,1.19,15.8,9.0,6.8,0.276,1.5,0.306,69.4,100.0,100.0, ,4.77,0.16, , 
273,1999,Twins,63.0,97.0,5.03,578.0,161.0,13.0,3.0,34.0, , ,1423.1,6216.0,1591.0,845.0,795.0,208.0,487.0,22.0,28.0,57.0,6.0,927.0,5.86,3.08,1.9,1.32,14.9,7.8,7.1,0.279,1.46,0.303,69.5,101.0,102.0, ,4.82,0.21, , 
274,1999,Rangers,95.0,67.0,5.07,601.0,162.0,6.0,2.0,47.0, , ,1436.1,6313.0,1626.0,859.0,809.0,186.0,509.0,23.0,40.0,50.0,2.0,979.0,6.13,3.19,1.92,1.17,15.5,8.1,7.4,0.282,1.49,0.313,68.7,101.0,94.0, ,4.6,0.47, , 
275,1999,Tigers,69.0,92.0,5.22,581.0,161.0,4.0,2.0,33.0, , ,1420.2,6286.0,1528.0,882.0,824.0,209.0,583.0,26.0,70.0,43.0,4.0,976.0,6.18,3.69,1.67,1.32,15.5,9.3,6.3,0.271,1.49,0.297,68.8,106.0,102.0, ,5.05,0.17, , 
276,1999,Cubs,67.0,95.0,5.27,602.0,162.0,11.0,3.0,32.0, , ,1430.2,6359.0,1619.0,920.0,837.0,221.0,529.0,48.0,27.0,59.0,9.0,980.0,6.16,3.33,1.85,1.39,15.4,8.3,7.1,0.279,1.5,0.304,67.3,116.0,106.0, ,4.94,0.33, , 
277,1999,Rockies,72.0,90.0,6.03,582.0,162.0,12.0,1.0,33.0, , ,1429.0,6574.0,1700.0,1028.0,957.0,237.0,737.0,46.0,60.0,70.0,3.0,1032.0,6.5,4.64,1.4,1.49,15.7,11.2,4.5,0.294,1.71,0.325,67.9,109.0,109.0, ,5.52,0.51, , 
278,2000,Braves,95.0,67.0,4.06,538.0,162.0,13.0,6.0,53.0, , ,1440.1,6165.0,1428.0,714.0,649.0,165.0,484.0,52.0,37.0,23.0,6.0,1093.0,6.83,3.02,2.26,1.03,17.7,7.9,9.9,0.253,1.33,0.288,71.9,88.0,90.0, ,4.19,-0.14, , 
279,2000,Mets,94.0,68.0,4.16,573.0,162.0,8.0,2.0,49.0, , ,1450.0,6276.0,1398.0,738.0,671.0,164.0,574.0,42.0,60.0,34.0,7.0,1164.0,7.22,3.56,2.03,1.02,18.6,9.2,9.4,0.248,1.36,0.286,71.8,94.0,94.0, ,4.31,-0.15, , 
280,2000,Red Sox,85.0,77.0,4.24,587.0,162.0,7.0,4.0,46.0, , ,1452.2,6225.0,1433.0,745.0,684.0,173.0,498.0,40.0,58.0,33.0,2.0,1121.0,6.95,3.09,2.25,1.07,18.0,8.0,10.0,0.253,1.33,0.288,71.2,85.0,92.0, ,4.29,-0.05, , 
281,2000,Diamondbacks,85.0,77.0,4.36,552.0,162.0,16.0,4.0,38.0, , ,1443.2,6158.0,1441.0,754.0,700.0,190.0,500.0,53.0,42.0,30.0,10.0,1220.0,7.61,3.12,2.44,1.18,19.8,8.1,11.7,0.257,1.34,0.297,71.6,92.0,90.0, ,4.28,0.08, , 
282,2000,Padres,76.0,86.0,4.52,605.0,162.0,5.0,0.0,46.0, , ,1459.1,6414.0,1443.0,815.0,733.0,191.0,649.0,50.0,68.0,65.0,7.0,1071.0,6.61,4.0,1.65,1.18,16.7,10.1,6.6,0.253,1.43,0.282,71.1,105.0,107.0, ,4.84,-0.32, , 
283,2000,Athletics,91.0,70.0,4.58,542.0,161.0,7.0,4.0,43.0, , ,1435.1,6355.0,1535.0,813.0,730.0,158.0,615.0,57.0,48.0,45.0,1.0,963.0,6.04,3.86,1.57,0.99,15.2,9.7,5.5,0.27,1.5,0.301,70.1,95.0,96.0, ,4.61,-0.03, , 
284,2000,Brewers,73.0,89.0,4.63,596.0,163.0,2.0,1.0,29.0, , ,1466.1,6497.0,1501.0,826.0,755.0,174.0,728.0,87.0,65.0,60.0,6.0,967.0,5.94,4.47,1.33,1.07,14.9,11.2,3.7,0.263,1.52,0.291,71.6,100.0,106.0, ,4.98,-0.35, , 
285,2000,Tigers,79.0,83.0,4.73,591.0,162.0,6.0,1.0,44.0, , ,1443.1,6295.0,1583.0,827.0,759.0,177.0,496.0,22.0,47.0,51.0,5.0,978.0,6.1,3.09,1.97,1.1,15.5,7.9,7.7,0.275,1.44,0.306,69.2,99.0,96.0, ,4.5,0.23, , 
286,2000,Phillies,65.0,97.0,4.79,575.0,162.0,8.0,3.0,34.0, , ,1438.2,6314.0,1458.0,830.0,766.0,201.0,640.0,32.0,42.0,54.0,3.0,1123.0,7.03,4.0,1.75,1.26,17.8,10.1,7.7,0.259,1.46,0.292,70.5,103.0,104.0, ,4.81,-0.02, , 
287,2000,Devil Rays,69.0,92.0,4.86,562.0,161.0,10.0,3.0,38.0, , ,1431.1,6283.0,1553.0,842.0,773.0,198.0,533.0,33.0,66.0,57.0,3.0,955.0,6.0,3.35,1.79,1.24,15.2,8.5,6.7,0.273,1.46,0.299,69.9,98.0,100.0, ,4.85,0.01, , 
288,2000,Angels,82.0,80.0,5.02,603.0,162.0,5.0,2.0,46.0, , ,1448.0,6401.0,1534.0,869.0,807.0,228.0,662.0,44.0,36.0,47.0,10.0,846.0,5.26,4.11,1.28,1.42,13.2,10.3,2.9,0.269,1.52,0.282,71.3,102.0,112.0, ,5.46,-0.44, , 
289,2000,Twins,69.0,93.0,5.16,574.0,162.0,6.0,2.0,35.0, , ,1432.2,6336.0,1634.0,880.0,821.0,212.0,516.0,12.0,35.0,68.0,4.0,1042.0,6.55,3.24,2.02,1.33,16.5,8.1,8.3,0.282,1.5,0.314,69.1,103.0,100.0, ,4.76,0.4, , 
290,2000,Cubs,65.0,97.0,5.26,583.0,162.0,10.0,1.0,39.0, , ,1454.2,6451.0,1505.0,904.0,850.0,231.0,658.0,45.0,62.0,45.0,4.0,1143.0,7.07,4.07,1.74,1.43,17.7,10.2,7.5,0.263,1.49,0.292,69.5,115.0,109.0, ,5.11,0.15, , 
291,2000,Orioles,74.0,88.0,5.37,558.0,162.0,14.0,2.0,33.0, , ,1433.1,6433.0,1547.0,913.0,855.0,202.0,665.0,32.0,36.0,51.0,1.0,1017.0,6.39,4.18,1.53,1.27,15.8,10.3,5.5,0.27,1.54,0.298,67.9,113.0,103.0, ,5.01,0.35, , 
292,2000,Royals,77.0,85.0,5.48,491.0,162.0,10.0,3.0,29.0, , ,1439.1,6443.0,1585.0,930.0,877.0,239.0,693.0,35.0,42.0,77.0,5.0,927.0,5.8,4.33,1.34,1.49,14.4,10.8,3.6,0.278,1.58,0.296,70.0,105.0,111.0, ,5.54,-0.05, , 
293,2000,Dodgers,86.0,76.0,4.1,533.0,162.0,9.0,3.0,36.0, , ,1445.0,6249.0,1379.0,729.0,659.0,176.0,600.0,22.0,75.0,60.0,6.0,1154.0,7.19,3.74,1.92,1.1,18.5,9.6,8.9,0.247,1.37,0.283,73.3,95.0,96.0, ,4.52,-0.42, , 
294,2000,Giants,97.0,65.0,4.21,546.0,162.0,9.0,4.0,47.0, , ,1444.1,6270.0,1452.0,747.0,676.0,151.0,623.0,26.0,41.0,43.0,4.0,1076.0,6.7,3.88,1.73,0.94,17.2,9.9,7.2,0.259,1.44,0.297,71.9,95.0,97.0, ,4.38,-0.17, , 
295,2000,Reds,85.0,77.0,4.33,550.0,163.0,8.0,1.0,42.0, , ,1456.1,6362.0,1446.0,765.0,700.0,190.0,659.0,53.0,43.0,96.0,5.0,1015.0,6.27,4.07,1.54,1.17,16.0,10.4,5.6,0.255,1.45,0.282,73.5,91.0,101.0, ,4.88,-0.56, , 
296,2000,Cardinals,95.0,67.0,4.4,548.0,162.0,10.0,4.0,37.0, , ,1433.2,6200.0,1403.0,771.0,701.0,196.0,606.0,28.0,62.0,49.0,9.0,1100.0,6.91,3.8,1.82,1.23,17.7,9.8,8.0,0.254,1.4,0.285,72.4,96.0,100.0, ,4.77,-0.37, , 
297,2000,Mariners,91.0,71.0,4.53,545.0,162.0,4.0,4.0,44.0, , ,1441.2,6269.0,1442.0,780.0,726.0,167.0,634.0,37.0,38.0,43.0,6.0,998.0,6.23,3.96,1.57,1.04,15.9,10.1,5.8,0.258,1.44,0.288,71.0,96.0,98.0, ,4.65,-0.12, , 
298,2000,Marlins,79.0,82.0,4.59,590.0,161.0,5.0,3.0,48.0, , ,1429.2,6307.0,1477.0,797.0,729.0,169.0,650.0,56.0,43.0,49.0,10.0,1051.0,6.62,4.09,1.62,1.06,16.7,10.3,6.4,0.263,1.49,0.298,71.0,103.0,101.0, ,4.65,-0.07, , 
299,2000,White Sox,95.0,67.0,4.67,628.0,162.0,5.0,2.0,43.0, , ,1450.1,6337.0,1509.0,839.0,752.0,195.0,614.0,27.0,54.0,43.0,8.0,1037.0,6.44,3.81,1.69,1.21,16.4,9.7,6.7,0.266,1.46,0.296,70.3,94.0,98.0, ,4.83,-0.17, , 
300,2000,Yankees,87.0,74.0,4.76,543.0,161.0,9.0,2.0,40.0, , ,1424.1,6256.0,1458.0,814.0,753.0,177.0,577.0,23.0,52.0,49.0,6.0,1040.0,6.57,3.65,1.8,1.12,16.6,9.2,7.4,0.259,1.43,0.29,69.2,99.0,96.0, ,4.61,0.14, , 
301,2000,Indians,90.0,72.0,4.84,624.0,162.0,6.0,2.0,34.0, , ,1442.1,6380.0,1511.0,816.0,775.0,173.0,666.0,45.0,42.0,50.0,3.0,1213.0,7.57,4.16,1.82,1.08,19.0,10.4,8.6,0.266,1.51,0.312,71.0,96.0,91.0, ,4.48,0.35, , 
302,2000,Pirates,69.0,93.0,4.94,628.0,162.0,5.0,2.0,27.0, , ,1449.0,6514.0,1554.0,888.0,796.0,163.0,711.0,61.0,60.0,67.0,6.0,1070.0,6.65,4.42,1.5,1.01,16.4,10.9,5.5,0.271,1.56,0.308,68.5,106.0,101.0, ,4.72,0.23, , 
303,2000,Expos,67.0,95.0,5.14,614.0,162.0,4.0,2.0,39.0, , ,1424.2,6340.0,1575.0,902.0,814.0,181.0,579.0,40.0,60.0,55.0,7.0,1011.0,6.39,3.66,1.75,1.14,16.0,9.1,6.8,0.276,1.51,0.309,66.9,111.0,100.0, ,4.71,0.43, , 
304,2000,Blue Jays,83.0,79.0,5.17,550.0,162.0,15.0,3.0,37.0, , ,1437.1,6377.0,1615.0,908.0,826.0,195.0,560.0,19.0,64.0,37.0,3.0,978.0,6.12,3.51,1.75,1.22,15.3,8.8,6.6,0.281,1.51,0.31,67.7,103.0,100.0, ,4.84,0.33, , 
305,2000,Rockies,82.0,80.0,5.29,641.0,162.0,7.0,1.0,33.0, , ,1430.0,6340.0,1568.0,897.0,840.0,221.0,588.0,72.0,72.0,40.0,5.0,1001.0,6.3,3.7,1.7,1.39,15.8,9.3,6.5,0.276,1.51,0.302,69.4,93.0,98.0, ,5.13,0.16, , 
