,Year,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,FIP,E-F,xFIP,SIERA
439,2005,Orioles,74.0,88.0,4.56,636.0,162.0,2.0,0.0,38.0,70.0,19.0,1427.2,6242.0,1458.0,800.0,724.0,180.0,580.0,32.0,52.0,70.0,11.0,1052.0,6.63,3.66,1.81,1.13,16.9,9.3,7.6,0.26,1.43,0.292,70.2,105.0,101.0,100.0,4.51,0.05,4.34,4.28
440,2005,Diamondbacks,77.0,85.0,4.87,620.0,162.0,6.0,1.0,45.0,64.0,17.0,1456.1,6402.0,1580.0,856.0,788.0,193.0,537.0,43.0,62.0,58.0,5.0,1038.0,6.41,3.32,1.93,1.19,16.2,8.4,7.8,0.272,1.45,0.303,69.3,110.0,103.0,100.0,4.55,0.32,4.25,4.24
441,2005,Rockies,67.0,95.0,5.14,621.0,162.0,4.0,1.0,37.0,68.0,26.0,1418.2,6385.0,1600.0,862.0,810.0,175.0,604.0,54.0,84.0,65.0,6.0,981.0,6.22,3.83,1.62,1.11,15.4,9.5,5.9,0.281,1.55,0.314,69.8,110.0,105.0,108.0,4.7,0.44,4.59,4.51
442,2005,Devil Rays,67.0,95.0,5.4,563.0,162.0,1.0,0.0,43.0,66.0,26.0,1421.2,6384.0,1570.0,936.0,853.0,194.0,615.0,41.0,64.0,53.0,5.0,949.0,6.01,3.89,1.54,1.23,14.9,9.6,5.2,0.275,1.54,0.302,66.4,126.0,113.0,113.0,4.89,0.51,4.9,4.7
443,2005,Astros,89.0,73.0,3.52,597.0,163.0,6.0,2.0,45.0,66.0,13.0,1443.0,6023.0,1336.0,609.0,564.0,155.0,440.0,29.0,59.0,38.0,8.0,1164.0,7.26,2.74,2.65,0.97,19.3,7.3,12.0,0.242,1.23,0.281,75.8,83.0,89.0,88.0,3.84,-0.32,3.75,3.73
444,2005,White Sox,99.0,63.0,3.61,574.0,162.0,9.0,4.0,54.0,79.0,19.0,1475.2,6176.0,1392.0,645.0,592.0,167.0,459.0,42.0,52.0,65.0,9.0,1040.0,6.34,2.8,2.27,1.02,16.8,7.4,9.4,0.246,1.25,0.275,75.4,81.0,91.0,96.0,4.12,-0.51,4.14,4.12
445,2005,Athletics,88.0,74.0,3.7,572.0,162.0,9.0,2.0,38.0,47.0,18.0,1450.1,6080.0,1315.0,658.0,596.0,154.0,504.0,42.0,60.0,41.0,3.0,1075.0,6.67,3.13,2.13,0.96,17.7,8.3,9.4,0.238,1.25,0.271,73.4,87.0,95.0,96.0,4.08,-0.39,4.14,4.1
446,2005,Mets,83.0,79.0,3.77,554.0,162.0,8.0,3.0,38.0,49.0,21.0,1435.2,6121.0,1390.0,648.0,602.0,135.0,491.0,43.0,56.0,32.0,4.0,1012.0,6.34,3.08,2.06,0.85,16.5,8.0,8.5,0.249,1.31,0.283,73.7,91.0,95.0,99.0,3.98,-0.2,4.23,4.21
447,2005,Brewers,81.0,81.0,3.98,557.0,162.0,7.0,2.0,46.0,61.0,21.0,1438.0,6208.0,1382.0,697.0,636.0,169.0,569.0,52.0,45.0,66.0,8.0,1173.0,7.34,3.56,2.06,1.06,18.9,9.2,9.7,0.247,1.36,0.285,73.8,93.0,97.0,99.0,4.2,-0.22,4.22,4.11
448,2005,Blue Jays,80.0,82.0,4.06,594.0,162.0,9.0,3.0,35.0,66.0,21.0,1447.0,6166.0,1475.0,705.0,653.0,185.0,444.0,29.0,68.0,39.0,5.0,958.0,5.96,2.76,2.16,1.15,15.5,7.2,8.3,0.261,1.33,0.286,74.2,91.0,100.0,98.0,4.42,-0.36,4.26,4.18
449,2005,Marlins,83.0,79.0,4.19,611.0,162.0,14.0,8.0,42.0,55.0,18.0,1442.1,6236.0,1459.0,732.0,671.0,116.0,563.0,57.0,65.0,45.0,3.0,1125.0,7.02,3.51,2.0,0.72,18.0,9.0,9.0,0.26,1.4,0.308,70.4,102.0,91.0,97.0,3.81,0.38,4.13,4.11
450,2005,Phillies,88.0,74.0,4.21,604.0,162.0,4.0,0.0,40.0,78.0,23.0,1435.0,6119.0,1379.0,726.0,672.0,189.0,487.0,51.0,72.0,36.0,9.0,1159.0,7.27,3.05,2.38,1.19,18.9,8.0,11.0,0.248,1.3,0.283,72.4,97.0,98.0,92.0,4.29,-0.07,3.94,3.87
451,2005,Dodgers,71.0,91.0,4.38,620.0,162.0,6.0,4.0,40.0,66.0,19.0,1427.1,6113.0,1434.0,755.0,695.0,182.0,471.0,34.0,64.0,36.0,6.0,1004.0,6.33,2.97,2.13,1.15,16.4,7.7,8.7,0.257,1.33,0.285,70.8,105.0,103.0,99.0,4.4,-0.01,4.2,4.14
452,2005,Mariners,69.0,93.0,4.49,595.0,162.0,6.0,2.0,39.0,73.0,20.0,1427.2,6172.0,1483.0,751.0,712.0,179.0,496.0,32.0,57.0,36.0,4.0,892.0,5.62,3.13,1.8,1.13,14.5,8.0,6.4,0.264,1.39,0.287,72.0,107.0,107.0,108.0,4.56,-0.07,4.68,4.55
453,2005,Yankees,95.0,67.0,4.54,580.0,162.0,8.0,4.0,46.0,69.0,21.0,1430.2,6182.0,1495.0,789.0,721.0,164.0,463.0,25.0,84.0,37.0,6.0,985.0,6.2,2.91,2.13,1.03,15.9,7.5,8.4,0.265,1.37,0.297,69.1,105.0,99.0,101.0,4.28,0.26,4.36,4.17
454,2005,Red Sox,95.0,67.0,4.74,604.0,162.0,6.0,0.0,38.0,59.0,19.0,1429.0,6227.0,1550.0,805.0,753.0,164.0,440.0,28.0,89.0,56.0,4.0,959.0,6.04,2.77,2.18,1.03,15.4,7.1,8.3,0.272,1.39,0.303,68.9,105.0,101.0,102.0,4.28,0.46,4.44,4.27
455,2005,Rangers,79.0,83.0,4.97,616.0,162.0,2.0,1.0,46.0,48.0,22.0,1440.0,6371.0,1589.0,858.0,795.0,159.0,522.0,31.0,60.0,44.0,4.0,932.0,5.83,3.26,1.79,0.99,14.6,8.2,6.4,0.274,1.47,0.304,67.4,109.0,99.0,103.0,4.37,0.6,4.46,4.39
456,2005,Reds,73.0,89.0,5.18,654.0,163.0,2.0,0.0,31.0,63.0,16.0,1433.0,6397.0,1657.0,889.0,824.0,219.0,492.0,47.0,80.0,53.0,3.0,955.0,6.0,3.09,1.94,1.38,14.9,7.7,7.2,0.284,1.5,0.309,69.7,121.0,111.0,108.0,4.87,0.3,4.6,4.41
457,2005,Royals,56.0,106.0,5.56,605.0,162.0,4.0,0.0,25.0,55.0,18.0,1413.1,6370.0,1640.0,935.0,873.0,178.0,580.0,33.0,74.0,69.0,9.0,924.0,5.88,3.69,1.59,1.13,14.5,9.1,5.4,0.287,1.57,0.317,66.5,124.0,109.0,109.0,4.74,0.82,4.72,4.57
458,2006,Tigers,95.0,67.0,3.85,552.0,162.0,3.0,1.0,46.0,75.0,16.0,1448.0,6145.0,1420.0,675.0,620.0,160.0,489.0,35.0,53.0,44.0,2.0,1003.0,6.23,3.04,2.05,0.99,16.3,8.0,8.4,0.253,1.32,0.284,74.1,85.0,95.0,98.0,4.32,-0.47,4.43,4.43
459,2006,Twins,96.0,66.0,3.95,583.0,162.0,1.0,0.0,40.0,68.0,10.0,1439.1,6066.0,1490.0,683.0,632.0,182.0,356.0,25.0,36.0,40.0,3.0,1164.0,7.28,2.23,3.27,1.14,19.2,5.9,13.3,0.263,1.28,0.302,73.7,88.0,91.0,87.0,3.99,-0.04,3.93,3.87
460,2006,Astros,82.0,80.0,4.09,659.0,162.0,5.0,2.0,42.0,75.0,18.0,1468.2,6219.0,1425.0,719.0,668.0,182.0,480.0,65.0,54.0,44.0,2.0,1160.0,7.11,2.94,2.42,1.12,18.7,7.7,10.9,0.251,1.3,0.286,72.8,92.0,93.0,92.0,4.27,-0.18,4.16,4.12
461,2006,Athletics,93.0,69.0,4.22,606.0,162.0,5.0,2.0,54.0,83.0,20.0,1451.2,6279.0,1525.0,727.0,680.0,162.0,529.0,47.0,55.0,43.0,4.0,1003.0,6.22,3.28,1.9,1.0,16.0,8.4,7.6,0.268,1.41,0.301,73.4,95.0,98.0,103.0,4.42,-0.21,4.67,4.6
462,2006,Marlins,78.0,84.0,4.37,600.0,162.0,6.0,2.0,41.0,69.0,27.0,1433.1,6294.0,1465.0,772.0,696.0,166.0,622.0,58.0,74.0,47.0,4.0,1088.0,6.83,3.91,1.75,1.04,17.3,9.9,7.4,0.262,1.46,0.299,72.0,100.0,103.0,104.0,4.59,-0.22,4.72,4.62
463,2006,Yankees,97.0,65.0,4.43,651.0,162.0,5.0,1.0,43.0,83.0,17.0,1443.2,6215.0,1463.0,767.0,710.0,170.0,496.0,41.0,59.0,46.0,7.0,1019.0,6.35,3.09,2.05,1.06,16.4,8.0,8.4,0.258,1.36,0.289,70.3,97.0,98.0,102.0,4.42,0.01,4.61,4.48
464,2006,Diamondbacks,76.0,86.0,4.49,623.0,162.0,8.0,4.0,34.0,75.0,20.0,1459.2,6341.0,1503.0,788.0,728.0,168.0,536.0,44.0,61.0,53.0,4.0,1115.0,6.87,3.3,2.08,1.04,17.6,8.5,9.1,0.262,1.4,0.299,70.4,96.0,93.0,95.0,4.34,0.15,4.3,4.3
465,2006,Cardinals,83.0,78.0,4.54,630.0,161.0,6.0,3.0,38.0,73.0,19.0,1429.2,6196.0,1475.0,762.0,721.0,193.0,504.0,35.0,80.0,35.0,3.0,970.0,6.11,3.17,1.92,1.21,15.7,8.1,7.5,0.263,1.38,0.288,72.5,104.0,108.0,100.0,4.77,-0.23,4.54,4.51
466,2006,Braves,79.0,83.0,4.6,684.0,162.0,6.0,2.0,38.0,56.0,29.0,1441.1,6350.0,1529.0,805.0,736.0,183.0,572.0,69.0,55.0,39.0,2.0,1049.0,6.55,3.57,1.83,1.14,16.5,9.0,7.5,0.267,1.46,0.3,71.1,102.0,103.0,100.0,4.65,-0.05,4.53,4.53
467,2006,Rangers,80.0,82.0,4.61,651.0,162.0,3.0,1.0,42.0,79.0,23.0,1431.1,6237.0,1558.0,784.0,733.0,162.0,496.0,18.0,66.0,34.0,4.0,972.0,6.11,3.12,1.96,1.02,15.6,8.0,7.6,0.275,1.44,0.307,70.6,97.0,96.0,100.0,4.44,0.17,4.5,4.47
468,2006,White Sox,90.0,72.0,4.61,560.0,162.0,5.0,2.0,46.0,64.0,17.0,1449.0,6232.0,1534.0,794.0,743.0,200.0,433.0,59.0,58.0,51.0,1.0,1012.0,6.29,2.69,2.34,1.24,16.2,7.0,9.3,0.267,1.36,0.295,70.5,97.0,96.0,100.0,4.56,0.05,4.5,4.41
469,2006,Rockies,76.0,86.0,4.66,661.0,162.0,5.0,4.0,34.0,76.0,25.0,1447.1,6318.0,1549.0,812.0,749.0,155.0,553.0,81.0,66.0,43.0,2.0,952.0,5.92,3.44,1.72,0.96,15.1,8.8,6.3,0.272,1.45,0.304,69.5,95.0,95.0,103.0,4.51,0.15,4.68,4.68
470,2006,Red Sox,86.0,76.0,4.83,616.0,162.0,3.0,1.0,46.0,80.0,23.0,1441.1,6292.0,1570.0,825.0,773.0,181.0,509.0,25.0,68.0,52.0,3.0,1070.0,6.68,3.18,2.1,1.13,17.0,8.1,8.9,0.275,1.44,0.311,69.8,102.0,102.0,99.0,4.5,0.33,4.5,4.39
471,2006,Devil Rays,61.0,101.0,4.97,606.0,162.0,3.0,2.0,33.0,47.0,21.0,1420.1,6374.0,1600.0,856.0,784.0,180.0,606.0,39.0,63.0,70.0,8.0,979.0,6.2,3.84,1.62,1.14,15.4,9.5,5.9,0.28,1.55,0.312,70.1,111.0,107.0,109.0,4.83,0.14,4.91,4.8
472,2006,Orioles,70.0,92.0,5.35,634.0,162.0,5.0,1.0,35.0,58.0,21.0,1419.0,6327.0,1579.0,899.0,844.0,216.0,613.0,26.0,48.0,59.0,4.0,1016.0,6.44,3.89,1.66,1.37,16.1,9.7,6.4,0.279,1.54,0.307,69.2,116.0,109.0,106.0,5.09,0.26,4.8,4.74
473,2006,Padres,88.0,74.0,3.88,637.0,162.0,4.0,2.0,50.0,81.0,21.0,1463.2,6175.0,1385.0,679.0,631.0,176.0,468.0,63.0,50.0,34.0,4.0,1097.0,6.75,2.88,2.34,1.08,17.8,7.6,10.2,0.245,1.27,0.276,73.9,94.0,98.0,97.0,4.27,-0.39,4.39,4.29
474,2006,Angels,89.0,73.0,4.04,542.0,162.0,5.0,3.0,50.0,50.0,13.0,1452.2,6149.0,1410.0,732.0,652.0,158.0,471.0,27.0,50.0,85.0,3.0,1164.0,7.21,2.92,2.47,0.98,18.9,7.7,11.3,0.251,1.29,0.291,70.1,89.0,91.0,95.0,4.03,0.01,4.28,4.16
475,2006,Mets,97.0,65.0,4.16,636.0,162.0,5.0,3.0,43.0,73.0,15.0,1461.1,6240.0,1402.0,731.0,675.0,180.0,527.0,39.0,62.0,37.0,5.0,1161.0,7.15,3.25,2.2,1.11,18.6,8.5,10.2,0.248,1.32,0.284,72.5,95.0,97.0,96.0,4.37,-0.21,4.34,4.25
476,2006,Dodgers,88.0,74.0,4.23,616.0,162.0,1.0,0.0,40.0,56.0,21.0,1460.1,6289.0,1524.0,751.0,686.0,152.0,492.0,40.0,41.0,54.0,8.0,1068.0,6.58,3.03,2.17,0.94,17.0,7.8,9.2,0.265,1.38,0.302,70.8,96.0,92.0,95.0,4.13,0.1,4.29,4.27
477,2006,Blue Jays,87.0,75.0,4.37,644.0,162.0,6.0,1.0,42.0,87.0,20.0,1428.1,6151.0,1447.0,754.0,694.0,185.0,504.0,56.0,59.0,53.0,13.0,1076.0,6.78,3.18,2.13,1.17,17.5,8.2,9.3,0.259,1.37,0.292,71.7,95.0,98.0,95.0,4.51,-0.13,4.3,4.28
478,2006,Indians,78.0,84.0,4.43,539.0,162.0,13.0,6.0,24.0,40.0,23.0,1423.1,6190.0,1583.0,782.0,701.0,166.0,429.0,35.0,51.0,46.0,2.0,948.0,5.99,2.71,2.21,1.05,15.3,6.9,8.4,0.277,1.41,0.308,70.0,98.0,98.0,99.0,4.34,0.09,4.47,4.45
479,2006,Reds,80.0,82.0,4.53,638.0,162.0,9.0,3.0,36.0,49.0,24.0,1445.2,6319.0,1576.0,801.0,728.0,213.0,464.0,55.0,60.0,40.0,9.0,1053.0,6.56,2.89,2.27,1.33,16.7,7.3,9.3,0.272,1.41,0.301,72.1,99.0,100.0,99.0,4.69,-0.16,4.47,4.39
480,2006,Pirates,67.0,95.0,4.55,667.0,162.0,2.0,1.0,39.0,72.0,21.0,1435.0,6354.0,1545.0,797.0,725.0,156.0,620.0,62.0,70.0,61.0,6.0,1060.0,6.65,3.89,1.71,0.98,16.7,9.8,6.9,0.273,1.51,0.312,71.3,103.0,102.0,101.0,4.53,0.02,4.59,4.6
481,2006,Mariners,78.0,84.0,4.6,591.0,162.0,6.0,2.0,47.0,72.0,20.0,1446.2,6294.0,1500.0,792.0,739.0,183.0,560.0,50.0,53.0,47.0,6.0,1067.0,6.64,3.48,1.91,1.14,17.0,8.9,8.1,0.264,1.42,0.297,71.1,105.0,103.0,102.0,4.59,0.01,4.61,4.53
482,2006,Phillies,85.0,77.0,4.61,662.0,162.0,4.0,2.0,42.0,85.0,22.0,1460.1,6366.0,1561.0,812.0,748.0,211.0,512.0,63.0,62.0,58.0,4.0,1138.0,7.01,3.16,2.22,1.3,17.9,8.0,9.8,0.27,1.42,0.304,71.9,100.0,100.0,95.0,4.65,-0.04,4.33,4.27
483,2006,Giants,76.0,85.0,4.64,599.0,161.0,7.0,3.0,37.0,68.0,22.0,1429.2,6225.0,1422.0,790.0,737.0,153.0,584.0,37.0,70.0,50.0,7.0,992.0,6.24,3.68,1.7,0.96,15.9,9.4,6.6,0.255,1.4,0.287,69.1,103.0,102.0,107.0,4.52,0.12,4.82,4.75
484,2006,Cubs,66.0,96.0,4.74,704.0,162.0,2.0,1.0,29.0,68.0,17.0,1439.0,6366.0,1396.0,834.0,758.0,210.0,687.0,44.0,67.0,68.0,4.0,1250.0,7.82,4.3,1.82,1.31,19.6,10.8,8.8,0.249,1.45,0.286,70.9,102.0,105.0,101.0,4.88,-0.14,4.58,4.44
485,2006,Brewers,75.0,87.0,4.83,589.0,162.0,7.0,5.0,43.0,59.0,24.0,1425.2,6210.0,1454.0,833.0,765.0,177.0,514.0,34.0,74.0,57.0,2.0,1145.0,7.23,3.24,2.23,1.12,18.4,8.3,10.2,0.259,1.38,0.297,67.4,107.0,97.0,97.0,4.39,0.44,4.4,4.28
486,2006,Nationals,71.0,91.0,5.03,679.0,162.0,1.0,1.0,32.0,62.0,23.0,1436.1,6424.0,1535.0,872.0,803.0,193.0,584.0,93.0,92.0,47.0,10.0,960.0,6.02,3.66,1.64,1.21,14.9,9.1,5.9,0.267,1.48,0.292,69.0,117.0,114.0,112.0,4.97,0.06,5.08,4.85
487,2006,Royals,62.0,100.0,5.67,635.0,162.0,3.0,2.0,35.0,66.0,31.0,1426.1,6434.0,1648.0,971.0,899.0,213.0,637.0,45.0,60.0,85.0,9.0,904.0,5.7,4.02,1.42,1.34,14.1,9.9,4.2,0.287,1.6,0.311,67.1,124.0,118.0,112.0,5.29,0.39,5.09,5.01
488,2007,Padres,89.0,74.0,3.72,648.0,163.0,1.0,0.0,45.0,76.0,22.0,1484.2,6254.0,1406.0,666.0,614.0,119.0,474.0,48.0,48.0,42.0,6.0,1136.0,6.89,2.87,2.4,0.72,18.2,7.6,10.6,0.245,1.27,0.287,71.7,92.0,88.0,92.0,3.81,-0.08,4.13,4.1
489,2007,Blue Jays,83.0,79.0,4.0,582.0,162.0,11.0,2.0,44.0,64.0,25.0,1448.2,6108.0,1383.0,699.0,644.0,157.0,479.0,34.0,55.0,42.0,3.0,1067.0,6.63,2.98,2.23,0.98,17.5,7.8,9.6,0.248,1.29,0.282,71.8,89.0,96.0,94.0,4.28,-0.28,4.15,4.15
490,2007,Indians,96.0,66.0,4.05,557.0,162.0,9.0,4.0,49.0,71.0,14.0,1462.2,6206.0,1519.0,704.0,659.0,146.0,410.0,42.0,56.0,42.0,2.0,1047.0,6.44,2.52,2.55,0.9,16.9,6.6,10.3,0.265,1.32,0.302,71.9,92.0,94.0,95.0,4.06,-0.01,4.21,4.17
491,2007,Diamondbacks,90.0,72.0,4.13,631.0,162.0,7.0,4.0,51.0,85.0,15.0,1441.0,6216.0,1446.0,732.0,662.0,169.0,546.0,38.0,61.0,48.0,9.0,1088.0,6.8,3.41,1.99,1.06,17.5,8.8,8.7,0.258,1.38,0.293,72.7,88.0,98.0,98.0,4.52,-0.38,4.42,4.37
492,2007,Giants,71.0,91.0,4.2,658.0,162.0,5.0,0.0,37.0,86.0,23.0,1453.2,6299.0,1442.0,720.0,678.0,133.0,593.0,41.0,47.0,49.0,4.0,1057.0,6.54,3.67,1.78,0.82,16.8,9.4,7.4,0.255,1.4,0.293,71.8,94.0,97.0,102.0,4.3,-0.1,4.59,4.56
493,2007,Angels,94.0,68.0,4.23,558.0,162.0,5.0,3.0,43.0,74.0,14.0,1435.0,6161.0,1480.0,731.0,674.0,151.0,477.0,22.0,51.0,69.0,5.0,1156.0,7.25,2.99,2.42,0.95,18.8,7.7,11.0,0.263,1.36,0.307,71.1,94.0,93.0,96.0,4.1,0.13,4.26,4.13
494,2007,Athletics,76.0,86.0,4.3,608.0,162.0,4.0,1.0,36.0,66.0,25.0,1448.0,6247.0,1468.0,758.0,692.0,138.0,530.0,60.0,43.0,52.0,4.0,1036.0,6.44,3.29,1.95,0.86,16.6,8.5,8.1,0.259,1.38,0.296,69.4,98.0,96.0,100.0,4.23,0.07,4.44,4.43
495,2007,Brewers,83.0,79.0,4.44,654.0,162.0,3.0,0.0,49.0,95.0,20.0,1444.1,6285.0,1513.0,776.0,713.0,161.0,507.0,37.0,52.0,57.0,2.0,1174.0,7.32,3.16,2.32,1.0,18.7,8.1,10.6,0.264,1.4,0.308,70.2,102.0,94.0,95.0,4.22,0.22,4.29,4.17
496,2007,Royals,69.0,93.0,4.5,610.0,162.0,2.0,0.0,36.0,74.0,18.0,1437.1,6253.0,1547.0,778.0,719.0,168.0,520.0,54.0,41.0,56.0,4.0,993.0,6.22,3.26,1.91,1.05,15.9,8.3,7.6,0.272,1.44,0.304,71.0,98.0,103.0,104.0,4.55,-0.05,4.61,4.55
497,2007,Tigers,88.0,74.0,4.58,605.0,162.0,1.0,1.0,44.0,73.0,21.0,1447.1,6345.0,1498.0,797.0,737.0,174.0,566.0,41.0,68.0,75.0,8.0,1047.0,6.51,3.52,1.85,1.08,16.5,8.9,7.6,0.262,1.43,0.295,70.7,101.0,104.0,103.0,4.67,-0.09,4.59,4.5
498,2007,Astros,73.0,89.0,4.7,638.0,162.0,2.0,1.0,38.0,65.0,25.0,1464.2,6417.0,1566.0,813.0,765.0,206.0,510.0,62.0,63.0,40.0,3.0,1109.0,6.81,3.13,2.17,1.27,17.3,8.0,9.3,0.268,1.42,0.3,71.7,107.0,104.0,99.0,4.73,-0.03,4.44,4.31
499,2007,Phillies,89.0,73.0,4.76,660.0,162.0,5.0,2.0,42.0,90.0,21.0,1458.1,6385.0,1555.0,821.0,772.0,198.0,558.0,62.0,72.0,46.0,3.0,1050.0,6.48,3.44,1.88,1.22,16.4,8.7,7.7,0.27,1.45,0.301,71.5,105.0,106.0,101.0,4.86,-0.1,4.52,4.48
500,2007,White Sox,72.0,90.0,4.77,625.0,162.0,9.0,4.0,42.0,73.0,23.0,1440.2,6293.0,1556.0,839.0,764.0,174.0,499.0,50.0,59.0,45.0,0.0,1015.0,6.34,3.12,2.03,1.09,16.1,7.9,8.2,0.271,1.43,0.304,68.2,103.0,98.0,102.0,4.56,0.21,4.54,4.47
501,2007,Reds,72.0,90.0,4.95,684.0,162.0,6.0,2.0,34.0,59.0,28.0,1449.2,6354.0,1605.0,853.0,798.0,198.0,482.0,47.0,73.0,54.0,5.0,1068.0,6.63,2.99,2.22,1.23,16.8,7.6,9.2,0.277,1.44,0.31,69.4,108.0,101.0,100.0,4.69,0.26,4.52,4.37
502,2007,Orioles,69.0,93.0,5.19,652.0,162.0,4.0,1.0,30.0,78.0,25.0,1438.2,6418.0,1491.0,868.0,829.0,161.0,696.0,37.0,72.0,55.0,8.0,1087.0,6.8,4.35,1.56,1.01,16.9,10.8,6.1,0.264,1.52,0.302,68.4,114.0,104.0,107.0,4.78,0.4,4.78,4.69
503,2007,Red Sox,96.0,66.0,3.87,613.0,162.0,5.0,3.0,45.0,78.0,11.0,1438.2,6071.0,1350.0,657.0,618.0,151.0,482.0,20.0,62.0,33.0,0.0,1149.0,7.19,3.02,2.38,0.94,18.9,7.9,11.0,0.244,1.27,0.284,73.5,83.0,96.0,96.0,4.14,-0.28,4.28,4.14
504,2007,Cubs,85.0,77.0,4.04,640.0,162.0,2.0,1.0,39.0,67.0,14.0,1446.2,6186.0,1340.0,690.0,650.0,165.0,573.0,46.0,59.0,42.0,3.0,1211.0,7.53,3.56,2.11,1.03,19.6,9.3,10.3,0.241,1.32,0.281,73.6,88.0,96.0,97.0,4.36,-0.31,4.36,4.23
505,2007,Braves,84.0,78.0,4.11,690.0,162.0,1.0,1.0,36.0,64.0,15.0,1456.1,6263.0,1442.0,733.0,665.0,172.0,537.0,89.0,42.0,48.0,5.0,1106.0,6.83,3.32,2.06,1.06,17.7,8.6,9.1,0.254,1.36,0.288,72.4,94.0,100.0,95.0,4.45,-0.34,4.29,4.28
506,2007,Twins,79.0,83.0,4.18,600.0,162.0,5.0,3.0,38.0,65.0,14.0,1436.2,6133.0,1505.0,725.0,667.0,185.0,420.0,33.0,51.0,46.0,5.0,1094.0,6.85,2.63,2.6,1.16,17.8,6.9,11.0,0.266,1.34,0.301,72.9,94.0,101.0,95.0,4.37,-0.2,4.22,4.12
507,2007,Dodgers,82.0,80.0,4.2,645.0,162.0,4.0,0.0,43.0,73.0,17.0,1450.0,6196.0,1443.0,727.0,677.0,146.0,518.0,34.0,38.0,44.0,5.0,1184.0,7.35,3.22,2.29,0.91,19.1,8.4,10.8,0.256,1.35,0.301,70.9,97.0,92.0,90.0,4.07,0.14,4.07,4.07
508,2007,Mets,88.0,74.0,4.27,661.0,162.0,2.0,2.0,39.0,78.0,17.0,1452.1,6293.0,1415.0,750.0,689.0,165.0,570.0,40.0,61.0,36.0,3.0,1134.0,7.03,3.53,1.99,1.02,18.0,9.1,9.0,0.25,1.37,0.287,71.4,99.0,100.0,101.0,4.46,-0.19,4.52,4.39
509,2007,Rockies,90.0,73.0,4.32,692.0,163.0,4.0,1.0,39.0,80.0,29.0,1472.0,6293.0,1497.0,758.0,706.0,164.0,504.0,61.0,59.0,35.0,8.0,967.0,5.91,3.08,1.92,1.0,15.4,8.0,7.4,0.261,1.36,0.29,71.1,90.0,97.0,100.0,4.52,-0.2,4.48,4.48
510,2007,Yankees,94.0,68.0,4.5,684.0,162.0,1.0,0.0,34.0,71.0,21.0,1450.2,6308.0,1498.0,777.0,725.0,150.0,578.0,33.0,60.0,59.0,6.0,1009.0,6.26,3.59,1.75,0.93,16.0,9.2,6.8,0.264,1.43,0.299,70.6,100.0,102.0,106.0,4.51,-0.01,4.7,4.62
511,2007,Nationals,73.0,89.0,4.58,750.0,162.0,0.0,0.0,46.0,95.0,27.0,1446.2,6333.0,1502.0,783.0,736.0,187.0,580.0,44.0,42.0,52.0,4.0,931.0,5.79,3.61,1.61,1.16,14.7,9.2,5.5,0.263,1.44,0.286,72.0,107.0,114.0,110.0,4.92,-0.34,4.93,4.83
512,2007,Cardinals,78.0,84.0,4.67,678.0,162.0,2.0,0.0,34.0,63.0,11.0,1435.2,6283.0,1514.0,829.0,745.0,168.0,509.0,25.0,73.0,39.0,6.0,945.0,5.92,3.19,1.86,1.05,15.0,8.1,6.9,0.266,1.41,0.293,68.1,108.0,106.0,104.0,4.66,0.01,4.67,4.59
513,2007,Rangers,75.0,87.0,4.76,629.0,162.0,0.0,0.0,42.0,80.0,14.0,1430.0,6389.0,1525.0,844.0,756.0,155.0,668.0,38.0,70.0,66.0,4.0,976.0,6.14,4.2,1.46,0.98,15.3,10.5,4.8,0.27,1.53,0.303,69.4,102.0,106.0,108.0,4.83,-0.07,4.82,4.78
514,2007,Mariners,88.0,74.0,4.77,618.0,162.0,6.0,4.0,43.0,74.0,15.0,1434.1,6313.0,1578.0,813.0,760.0,147.0,546.0,39.0,62.0,59.0,10.0,1020.0,6.4,3.43,1.87,0.92,16.2,8.7,7.5,0.277,1.48,0.315,69.3,109.0,101.0,104.0,4.42,0.35,4.62,4.53
515,2007,Pirates,68.0,94.0,4.94,657.0,162.0,4.0,2.0,32.0,68.0,19.0,1447.2,6374.0,1627.0,846.0,795.0,174.0,518.0,55.0,76.0,45.0,3.0,997.0,6.2,3.22,1.92,1.08,15.6,8.1,7.5,0.281,1.48,0.315,69.5,113.0,105.0,102.0,4.66,0.29,4.6,4.51
516,2007,Marlins,71.0,91.0,4.96,722.0,162.0,0.0,0.0,40.0,106.0,24.0,1443.2,6544.0,1617.0,891.0,795.0,176.0,661.0,60.0,76.0,67.0,9.0,1142.0,7.12,4.12,1.73,1.1,17.5,10.1,7.4,0.278,1.58,0.321,69.4,112.0,108.0,104.0,4.77,0.18,4.69,4.55
517,2007,Devil Rays,66.0,96.0,5.53,645.0,162.0,2.0,1.0,28.0,58.0,21.0,1429.2,6403.0,1649.0,944.0,879.0,199.0,568.0,31.0,63.0,55.0,2.0,1194.0,7.52,3.58,2.1,1.25,18.7,8.9,9.8,0.286,1.55,0.331,66.8,124.0,107.0,100.0,4.7,0.83,4.47,4.28
