"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ HOU","CF","4.55",".98",".54",".17",".04",".24",".71",".58",".13",".06","1.00","1.11","8.97","13.89","10.36","10155"
"Mookie Betts","Red Sox","BOS @ CWS","RF","4.89","1.16",".68",".28",".03",".17",".75",".54",".19",".07",".77",".86","8.90","13.77","10.45","13611"
"Matt Carpenter","Cardinals","CIN @ STL","3B","4.64","1.19",".60",".32",".02",".26",".77",".60",".02",".01",".66",".69","8.78","13.63","10.27","8090"
"Alex Bregman","Astros","LAA @ HOU","3B","4.59","1.19",".67",".30",".03",".19",".77",".60",".09",".06",".54",".64","8.46","13.14","9.96","17678"
"J.D. Martinez","Red Sox","BOS @ CWS","DH","4.69","1.15",".63",".26",".01",".25",".65",".81",".01",".01",".57","1.38","8.44","13.19","9.86","6184"
"Christian Yelich","Brewers","MIL @ WSH","LF","4.69","1.28",".81",".26",".02",".20",".75",".61",".08",".04",".45",".95","8.32","12.93","9.90","11477"
"Tyler O'Neill","Cardinals","CIN @ STL","RF","4.33","1.12",".64",".18",".02",".28",".66",".82",".05",".03",".34","1.07","8.22","12.87","9.69","15711"
"Jose Ramirez","Indians","TB @ CLE","3B","4.44","1.07",".59",".28",".02",".18",".66",".64",".10",".06",".70",".64","8.28","12.86","9.65","13510"
"Rhys Hoskins","Phillies","CHC @ PHI","LF","4.49",".96",".47",".22",".01",".26",".72",".62",".05",".03",".73","1.03","8.29","12.88","9.57","16472"
"Miguel Sano","Twins","MIN @ TEX","3B","4.59",".99",".52",".20",".01",".26",".66",".80",".01",".00",".64","1.44","8.18","12.80","9.44","12164"
"Bryce Harper","Nationals","MIL @ WSH","RF","4.47",".93",".50",".21",".01",".22",".69",".62",".04",".03",".90","1.01","8.21","12.77","9.41","11579"
"Giancarlo Stanton","Yankees","DET @ NYY","DH","4.45","1.14",".64",".22",".01",".27",".69",".70",".02",".01",".39","1.21","8.02","12.52","9.46","4949"
"Paul Goldschmidt","Diamondbacks","ARI @ LAD","1B","4.52","1.08",".62",".22",".01",".23",".62",".61",".07",".03",".65","1.19","8.06","12.51","9.44","9218"
"Daniel Murphy","Cubs","CHC @ PHI","2B","4.75","1.36",".83",".30",".03",".21",".73",".50",".03",".01",".35",".66","7.94","12.31","9.56","4316"
"Francisco Lindor","Indians","TB @ CLE","SS","4.66","1.14",".67",".27",".02",".19",".69",".57",".09",".05",".53",".82","7.94","12.34","9.38","12916"
"Tyler Austin","Twins","MIN @ TEX","1B","4.38","1.02",".51",".22",".02",".27",".65",".75",".03",".01",".41","1.27","7.91","12.38","9.25","11850"
"George Springer","Astros","LAA @ HOU","CF","4.70","1.15",".72",".22",".02",".20",".71",".55",".07",".04",".54",".91","7.87","12.23","9.31","12856"
"Jose Altuve","Astros","LAA @ HOU","2B","4.48","1.30",".90",".24",".03",".13",".64",".63",".11",".05",".42",".62","7.79","12.14","9.37","5417"
"A.J. Pollock","Diamondbacks","ARI @ LAD","CF","4.64","1.14",".65",".28",".02",".19",".65",".53",".18",".08",".33",".97","7.78","12.07","9.30","9256"
"Jesus Aguilar","Brewers","MIL @ WSH","1B","4.59","1.08",".62",".20",".01",".25",".64",".73",".01",".01",".46","1.12","7.77","12.14","9.11","11342"
"Anthony Rizzo","Cubs","CHC @ PHI","1B","4.54","1.08",".62",".22",".02",".22",".60",".62",".04",".02",".59",".81","7.77","12.09","9.13","3473"
"Charlie Blackmon","Rockies","COL @ SD","CF","4.76","1.16",".70",".21",".05",".20",".63",".49",".09",".05",".48",".97","7.73","11.96","9.23","7859"
"Trea Turner","Nationals","MIL @ WSH","SS","4.58","1.13",".80",".18",".04",".11",".68",".45",".28",".11",".42",".87","7.64","11.82","9.20","16252"
"Javier Baez","Cubs","CHC @ PHI","2B","4.64","1.19",".70",".24",".02",".23",".66",".59",".09",".05",".21","1.37","7.61","11.84","9.15","12979"
"Shin-Soo Choo","Rangers","MIN @ TEX","DH","4.79","1.02",".68",".19",".01",".14",".67",".51",".06",".04",".92",".99","7.72","11.96","8.94","3174"
"Steven Souza Jr.","Diamondbacks","ARI @ LAD","RF","4.75","1.08",".61",".23",".02",".23",".64",".53",".07",".05",".48","1.33","7.64","11.85","9.04","5667"
"Travis Shaw","Brewers","MIL @ WSH","3B","4.48","1.04",".59",".22",".01",".23",".62",".71",".02",".01",".48",".81","7.64","11.94","8.95","11982"
