"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"George Springer","Astros","HOU @ TEX","CF","5.13","1.39",".84",".28",".02",".26",".94",".79",".07",".05",".70",".72","10.10","15.73","11.83","12856"
"Charlie Blackmon","Rockies","ARI @ COL","CF","4.62","1.35",".79",".23",".07",".26",".91",".76",".11",".06",".55",".79","9.87","15.37","11.66","7859"
"Alex Bregman","Astros","HOU @ TEX","3B","5.01","1.33",".78",".34",".03",".18",".92",".74",".10",".06",".73",".56","9.74","15.16","11.38","17678"
"Mike Trout","Angels","LAA @ MIN","CF","4.76","1.19",".68",".26",".04",".20",".79",".61",".16",".07",".93",".82","9.55","14.78","11.13","10155"
"Paul Goldschmidt","Diamondbacks","ARI @ COL","1B","4.64","1.25",".68",".27",".03",".26",".77",".74",".07",".03",".73",".98","9.48","14.75","11.09","9218"
"J.D. Martinez","Red Sox","CWS @ BOS","DH","4.39","1.22",".60",".28",".02",".32",".75",".95",".01",".01",".50",".95","9.40","14.72","10.96","6184"
"Nolan Arenado","Rockies","ARI @ COL","3B","4.51","1.27",".68",".27",".04",".27",".80",".86",".03",".02",".55",".73","9.38","14.66","10.99","9777"
"Jose Altuve","Astros","HOU @ TEX","2B","4.90","1.52","1.06",".29",".02",".14",".77",".80",".12",".05",".53",".51","9.23","14.39","11.03","5417"
"Andrew Benintendi","Red Sox","CWS @ BOS","LF","4.73","1.23",".68",".32",".04",".19",".78",".63",".11",".07",".64",".69","8.93","13.87","10.50","17901"
"Jose Ramirez","Indians","CLE @ DET","3B","4.67","1.29",".73",".33",".05",".18",".71",".73",".10",".06",".47",".48","8.77","13.67","10.40","13510"
"Trea Turner","Nationals","SF @ WSH","SS","4.67","1.25",".82",".23",".04",".16",".74",".50",".28",".12",".54",".78","8.76","13.54","10.49","16252"
"Evan Gattis","Astros","HOU @ TEX","DH","4.68","1.12",".64",".23",".01",".24",".71",".86",".02",".01",".55",".76","8.52","13.36","9.92","11003"
"Bryce Harper","Nationals","SF @ WSH","RF","4.55","1.03",".58",".19",".01",".25",".80",".63",".05",".04",".75",".92","8.57","13.33","9.91","11579"
"Trevor Story","Rockies","ARI @ COL","SS","4.40","1.09",".54",".25",".05",".24",".67",".83",".06",".04",".46","1.28","8.48","13.27","9.92","12564"
"Tommy Pham","Cardinals","STL @ CIN","CF","4.73","1.11",".67",".19",".02",".24",".74",".61",".14",".08",".54","1.21","8.41","13.07","9.92","2967"
"Michael Brantley","Indians","CLE @ DET","LF","4.77","1.44",".98",".28",".03",".16",".77",".64",".08",".04",".32",".36","8.30","12.92","10.01","4106"
"Joey Votto","Reds","STL @ CIN","1B","4.48","1.08",".70",".18",".01",".19",".74",".60",".02",".01","1.00",".63","8.45","13.12","9.75","4314"
"Eddie Rosario","Twins","LAA @ MIN","LF","4.57","1.30",".77",".29",".04",".21",".69",".71",".08",".06",".28",".80","8.28","12.91","9.91","12155"
"Anthony Rendon","Nationals","SF @ WSH","3B","4.45","1.16",".67",".31",".01",".17",".69",".66",".04",".03",".68",".56","8.20","12.77","9.57","12861"
"Jose Martinez","Cardinals","STL @ CIN","1B","4.62","1.23",".75",".24",".01",".23",".67",".69",".04",".02",".44",".75","8.12","12.65","9.62","7996"
