"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","LAA @ SEA","CF","4.60","1.19",".61",".25",".03",".30",".79",".65",".14",".06",".71",".81","9.66","14.97","11.32","10155"
"Jose Ramirez","Indians","CLE @ CWS","3B","4.74","1.13",".64",".28",".03",".18",".71",".67",".11",".06",".70",".54","8.62","13.41","10.07","13510"
"J.D. Martinez","Red Sox","BOS @ BAL","DH","4.51","1.18",".61",".24",".01",".33",".67",".80",".01",".01",".34","1.15","8.53","13.33","10.06","6184"
"Michael Brantley","Indians","CLE @ CWS","LF","4.85","1.33",".87",".26",".02",".19",".75",".67",".09",".04",".46",".44","8.47","13.19","10.10","4106"
"Tommy Pham","Cardinals","SD @ STL","CF","4.55","1.20",".79",".19",".03",".19",".77",".58",".15",".08",".54",".93","8.47","13.14","10.04","2967"
"Francisco Lindor","Indians","CLE @ CWS","SS","4.96","1.13",".67",".23",".03",".20",".73",".62",".09",".06",".62",".76","8.31","12.92","9.76","12916"
"Jose Martinez","Cardinals","SD @ STL","1B","4.43","1.29",".83",".26",".01",".19",".69",".71",".04",".03",".43",".55","8.09","12.62","9.61","7996"
"Edwin Encarnacion","Indians","CLE @ CWS","DH","4.64",".94",".52",".16",".01",".26",".66",".78",".01",".00",".75",".98","8.18","12.80","9.39","2151"
"Andrew McCutchen","Giants","SF @ MIA","RF","4.65","1.14",".66",".26",".02",".20",".64",".67",".05",".04",".58",".82","8.07","12.57","9.49","9847"
"Matt Carpenter","Cardinals","SD @ STL","3B","4.66","1.08",".57",".28",".02",".20",".78",".52",".02",".01",".72",".86","8.13","12.61","9.45","8090"
"Marcell Ozuna","Cardinals","SD @ STL","LF","4.33","1.26",".81",".22",".02",".21",".63",".80",".02",".01",".32",".71","7.88","12.35","9.39","10324"
"Paul Goldschmidt","Diamondbacks","PIT @ ARI","1B","4.49","1.09",".60",".25",".03",".20",".70",".57",".07",".04",".56","1.11","7.95","12.35","9.34","9218"
"Andrew Benintendi","Red Sox","BOS @ BAL","LF","4.73","1.15",".68",".25",".03",".19",".64",".51",".09",".06",".47",".83","7.67","11.88","9.12","17901"
"Teoscar Hernandez","Blue Jays","TOR @ TB","RF","4.73","1.11",".57",".26",".04",".24",".59",".57",".10",".07",".28","1.26","7.64","11.86","9.13","13066"
"Eric Hosmer","Padres","SD @ STL","1B","4.57","1.18",".74",".23",".01",".20",".63",".55",".04",".03",".48",".91","7.56","11.73","8.99","3516"
"Jake Lamb","Diamondbacks","PIT @ ARI","3B","4.40",".97",".48",".24",".05",".20",".61",".65",".03",".02",".56","1.03","7.59","11.84","8.85","13329"
"Starling Marte","Pirates","PIT @ ARI","CF","4.49","1.15",".73",".20",".07",".15",".55",".54",".18",".08",".36","1.03","7.50","11.63","9.04","9241"
"Kris Bryant","Cubs","CHC @ MIL","3B","4.79","1.05",".61",".22",".02",".20",".62",".44",".05",".04",".71","1.14","7.60","11.74","8.92","15429"
"Buster Posey","Giants","SF @ MIA","C","4.75","1.29",".86",".29",".01",".14",".68",".52",".03",".02",".47",".48","7.50","11.64","8.97","9166"
"Justin Upton","Angels","LAA @ SEA","LF","4.52","1.01",".55",".21",".00",".26",".57",".67",".05",".03",".41","1.27","7.48","11.67","8.81","5222"
"Yonder Alonso","Indians","CLE @ CWS","1B","4.53",".99",".59",".20",".00",".20",".59",".70",".01",".01",".66",".85","7.52","11.74","8.72","2530"
"Anthony Rizzo","Cubs","CHC @ MIL","1B","4.47",".95",".54",".20",".01",".20",".59",".65",".03",".02",".67",".74","7.50","11.69","8.69","3473"
"Mac Williamson","Giants","SF @ MIA","LF","4.43","1.06",".61",".20",".02",".23",".58",".69",".03",".02",".37","1.06","7.41","11.58","8.75","14158"
"Evan Longoria","Giants","SF @ MIA","3B","4.54","1.14",".67",".27",".02",".19",".58",".73",".02",".01",".31",".71","7.32","11.46","8.68","9368"
"Nelson Cruz","Mariners","LAA @ SEA","DH","4.27",".97",".54",".17",".00",".25",".57",".68",".01",".01",".54",".99","7.38","11.53","8.61","2434"
"Kyle Schwarber","Cubs","CHC @ MIL","LF","4.27",".83",".42",".14",".02",".25",".54",".66",".03",".02",".66","1.25","7.32","11.42","8.44","16478"
"Manny Machado","Orioles","BOS @ BAL","SS","4.39","1.11",".68",".22",".01",".20",".56",".64",".04",".02",".34",".58","7.17","11.19","8.54","11493"
"David Peralta","Diamondbacks","PIT @ ARI","LF","4.18","1.12",".67",".23",".07",".15",".53",".62",".04",".02",".35",".77","7.01","10.93","8.38","2136"
"Ryan Braun","Brewers","CHC @ MIL","1B","4.32",".98",".55",".23",".02",".18",".54",".57",".09",".05",".46",".89","7.05","10.96","8.31","3410"
"Lorenzo Cain","Brewers","CHC @ MIL","CF","4.52","1.11",".75",".23",".02",".11",".56",".35",".15",".07",".58",".84","6.98","10.75","8.36","9077"
"Austin Meadows","Pirates","PIT @ ARI","CF","4.59","1.12",".68",".24",".07",".13",".58",".47",".14",".08",".24",".95","6.89","10.68","8.34","15672"
"C.J. Cron","Rays","TOR @ TB","DH","4.40","1.04",".60",".21",".01",".22",".58",".55",".03",".02",".32","1.01","6.88","10.70","8.18","12546"
"Jean Segura","Mariners","LAA @ SEA","SS","4.47","1.22",".88",".22",".02",".09",".55",".45",".18",".07",".28",".70","6.79","10.52","8.30","5933"
"Franmil Reyes","Padres","SD @ STL","RF","4.26",".93",".52",".12",".01",".28",".53",".65",".02",".02",".30","1.38","6.86","10.71","8.10","14566"
"Ian Kinsler","Angels","LAA @ SEA","2B","4.71","1.04",".62",".23",".01",".18",".61",".46",".09",".05",".34",".56","6.85","10.63","8.18","6195"
"Mitch Moreland","Red Sox","BOS @ BAL","1B","4.41","1.01",".56",".24",".01",".21",".53",".61",".01",".01",".37",".93","6.86","10.70","8.10","3086"
"Christian Villanueva","Padres","SD @ STL","3B","4.37",".93",".51",".17",".01",".24",".53",".69",".02",".02",".34","1.27","6.85","10.73","8.04","11738"
"Yadier Molina","Cardinals","SD @ STL","C","4.22","1.15",".77",".22",".00",".15",".56",".66",".05",".03",".24",".48","6.78","10.61","8.13","7007"
"Adam Jones","Orioles","BOS @ BAL","CF","4.50","1.19",".81",".19",".01",".18",".60",".60",".02",".01",".22",".64","6.76","10.56","8.14","6368"
"Gorkys Hernandez","Giants","SF @ MIA","LF","4.87","1.16",".80",".23",".03",".11",".60",".40",".10",".06",".40","1.06","6.76","10.46","8.17","4146"
"Mitch Haniger","Mariners","LAA @ SEA","RF","4.36",".95",".56",".21",".02",".16",".54",".55",".04",".03",".53","1.06","6.77","10.55","7.94","14274"
"Dexter Fowler","Cardinals","SD @ STL","RF","4.12",".97",".59",".20",".05",".14",".53",".54",".06",".04",".51",".69","6.76","10.51","7.97","4062"
"Justin Smoak","Blue Jays","TOR @ TB","1B","4.50",".94",".55",".19",".00",".21",".54",".51",".01",".01",".55","1.16","6.76","10.51","7.92","9054"
"Daniel Descalso","Diamondbacks","PIT @ ARI","2B","4.30",".94",".53",".22",".06",".13",".53",".61",".02",".02",".51",".92","6.72","10.48","7.87","8392"
"Jesus Aguilar","Brewers","CHC @ MIL","1B","4.22",".92",".52",".20",".01",".19",".51",".63",".01",".00",".46","1.15","6.65","10.39","7.78","11342"
"Corey Dickerson","Pirates","PIT @ ARI","LF","4.29","1.15",".69",".26",".06",".13",".50",".59",".03",".03",".19",".87","6.56","10.23","7.93","10762"
"Xander Bogaerts","Red Sox","BOS @ BAL","SS","4.62","1.10",".73",".23",".01",".13",".60",".46",".06",".03",".36",".95","6.57","10.21","7.88","12161"
"Josh Harrison","Pirates","PIT @ ARI","2B","4.71","1.16",".72",".27",".06",".10",".55",".39",".07",".04",".33",".94","6.54","10.11","7.92","8202"
"Willson Contreras","Cubs","CHC @ MIL","C","4.37",".94",".58",".20",".02",".14",".52",".58",".03",".02",".51","1.02","6.55","10.22","7.68","11609"
"Randal Grichuk","Blue Jays","TOR @ TB","RF","4.08",".89",".43",".21",".02",".23",".50",".60",".03",".02",".24","1.27","6.50","10.15","7.68","10243"
"Jason Kipnis","Indians","CLE @ CWS","2B","4.42",".89",".52",".23",".02",".12",".51",".55",".05",".03",".56",".84","6.45","10.05","7.53","9776"
"Jose Abreu","White Sox","CLE @ CWS","1B","4.19","1.05",".61",".25",".01",".18",".48",".51",".01",".01",".32",".96","6.39","9.93","7.64","15676"
"Jon Jay","Diamondbacks","PIT @ ARI","LF","4.59","1.25",".91",".24",".07",".04",".59",".34",".05",".04",".39",".74","6.35","9.80","7.76","5227"
"Yairo Munoz","Cardinals","SD @ STL","3B","4.01","1.06",".73",".17",".02",".15",".45",".58",".08",".04",".21",".77","6.22","9.70","7.52","16313"
"David Freese","Pirates","PIT @ ARI","3B","4.38",".98",".62",".23",".01",".13",".51",".52",".01",".01",".49","1.16","6.28","9.79","7.41","9549"
"Yangervis Solarte","Blue Jays","TOR @ TB","2B","4.61","1.05",".68",".21",".01",".16",".55",".47",".02",".02",".32",".69","6.25","9.71","7.48","5352"
"J.T. Realmuto","Marlins","SF @ MIA","C","4.30","1.11",".71",".24",".04",".12",".46",".48",".04",".03",".30",".84","6.20","9.64","7.51","11739"
"Rafael Devers","Red Sox","BOS @ BAL","3B","4.20",".98",".57",".21",".01",".19",".47",".54",".03",".02",".27","1.03","6.22","9.70","7.43","17350"
