"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jacob deGrom","Mets","CIN @ NYM",".55","6.93","27.26","5.65","3.99",".94",".09",".63","1.41","8.35","28.54","45.84","26.49","10954"
"Luis Severino","Yankees","NYY @ CWS",".55","6.45","26.24","5.85","3.82","1.09",".23",".71","1.56","7.51","24.46","40.52","22.76","15890"
"Clayton Kershaw","Dodgers","LAD @ OAK",".51","6.61","26.76","5.68","3.31","1.28",".10",".99","1.65","7.19","23.68","39.01","21.92","2036"
"Patrick Corbin","Diamondbacks","PHI @ ARI",".41","6.37","26.16","5.57","3.52","1.18",".22",".65","2.00","7.07","22.47","37.81","20.86","9323"
"Mike Clevinger","Indians","MIN @ CLE",".45","6.34","26.53","5.49","3.48","1.26",".13",".62","2.58","6.95","21.68","37.37","20.34","12808"
"Jose Quintana","Cubs","CHC @ KC",".48","5.76","24.69","5.82","3.71","1.23",".17",".70","2.16","6.00","17.79","31.65","16.70","11423"
"Vince Velasquez","Phillies","PHI @ ARI",".31","5.73","24.67","5.23","3.15","1.15",".27",".66","2.79","6.20","17.45","31.24","16.41","11189"
"Jhoulys Chacin","Brewers","SD @ MIL",".45","5.78","24.07","5.02","3.27",".99",".13",".62","2.28","5.27","17.82","30.64","16.44","2608"
"Trevor Richards","Marlins","STL @ MIA",".35","6.07","25.47","5.77","3.82","1.20",".11",".65","2.09","5.20","17.11","30.34","15.78","19309"
"Chris Archer","Pirates","PIT @ COL",".38","5.74","24.50","6.03","3.75","1.24",".19",".85","1.82","5.90","16.94","30.21","15.82","6345"
"German Marquez","Rockies","PIT @ COL",".32","5.86","25.23","6.33","3.92","1.23",".25",".92","1.90","5.53","15.56","28.64","14.53","15038"
"John Gant","Cardinals","STL @ MIA",".36","5.89","25.30","5.96","4.17","1.10",".16",".53","2.24","4.68","15.00","27.78","13.94","13684"
"Tommy Milone","Nationals","ATL @ WSH",".38","5.64","24.20","6.52","3.81","1.36",".08","1.27","1.25","5.46","15.23","27.56","14.15","7608"
"Blaine Hardy","Tigers","DET @ LAA",".41","6.13","25.66","6.31","4.23","1.27",".08",".73","1.61","4.27","15.21","27.49","13.90","6499"
"Marco Gonzales","Mariners","SEA @ TEX",".45","5.63","23.68","5.74","3.77","1.11",".20",".66","1.61","4.50","15.29","27.02","14.02","15467"
"Jaime Barria","Angels","DET @ LAA",".30","5.64","23.84","5.88","3.64","1.25",".09",".91","1.54","4.89","14.92","26.58","13.68","18356"
"Robert Stephenson","Reds","CIN @ NYM",".19","5.34","23.68","4.98","3.00",".90",".08",".99","3.22","5.66","14.07","26.57","13.37","13594"
"Jake Odorizzi","Twins","MIN @ CLE",".26","5.82","25.40","5.87","3.42","1.39",".13",".93","2.65","4.45","12.64","24.67","11.79","6397"
"Mike Fiers","Athletics","LAD @ OAK",".23","5.67","24.47","5.83","3.13","1.25",".10","1.35","2.14","4.71","12.89","24.28","11.86","7754"
"Brett Kennedy","Padres","SD @ MIL",".24","5.50","24.03","6.00","3.58","1.18",".10","1.14","2.07","4.47","11.95","23.16","11.10","sa875359"
"Andrew Cashner","Orioles","BAL @ TB",".28","5.67","25.33","6.40","4.27","1.32",".26",".55","2.69","4.27","11.19","23.48","10.66","8782"
"Mike Foltynewicz","Braves","ATL @ WSH",".29","5.33","24.46","6.20","3.82","1.18",".09","1.11","2.89","4.94","10.77","23.02","10.46","10811"
"Brian Johnson","Red Sox","BOS @ TOR",".35","5.31","23.60","6.21","3.64","1.47",".13",".96","1.99","4.11","10.88","21.89","10.20","14272"
"Lucas Giolito","White Sox","NYY @ CWS",".20","5.59","24.86","5.80","3.50","1.10",".15","1.05","2.90","4.16","10.53","21.88","9.88","15474"
"Mike Hauschild","Blue Jays","BOS @ TOR",".28","5.27","23.84","6.31","3.94","1.44",".15",".78","2.33","4.31","10.27","21.64","9.79","14033"
"Yovani Gallardo","Rangers","SEA @ TEX",".25","5.55","24.48","6.44","4.22","1.14",".19",".89","2.05","3.39","9.46","20.01","8.74","8173"
"Heath Fillmyer","Royals","CHC @ KC",".19","5.09","23.51","6.39","4.15","1.14",".16",".94","2.48","3.57","7.30","17.61","7.05","17466"
