"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Rhys Hoskins","Phillies","MIA @ PHI","LF","4.55","1.12",".52",".22",".02",".35",".87",".80",".04",".03",".62","1.04","9.60","14.97","11.12","16472"
"J.D. Martinez","Red Sox","NYY @ BOS","DH","4.50","1.26",".64",".27",".02",".33",".77",".91",".01",".01",".47","1.12","9.46","14.80","11.07","6184"
"Giancarlo Stanton","Yankees","NYY @ BOS","DH","4.75","1.23",".64",".25",".01",".34",".80",".81",".02",".01",".48","1.24","9.31","14.52","10.92","4949"
"Mookie Betts","Red Sox","NYY @ BOS","RF","4.71","1.26",".71",".30",".03",".22",".80",".60",".17",".07",".59",".64","9.24","14.32","10.93","13611"
"Bryce Harper","Nationals","CIN @ WSH","RF","4.36",".97",".51",".18",".01",".27",".81",".75",".04",".03",".94",".91","9.13","14.24","10.42","11579"
"Javier Baez","Cubs","SD @ CHC","2B","4.27","1.30",".71",".25",".03",".31",".71",".88",".07",".04",".18",".87","8.91","13.95","10.63","12979"
"Joey Gallo","Rangers","BAL @ TEX","LF","4.35",".89",".38",".17",".03",".32",".76",".82",".04",".03",".76","1.19","8.97","14.02","10.25","14128"
"Ronald Acuna","Braves","ATL @ NYM","LF","4.84","1.27",".75",".24",".02",".26",".73",".56",".17",".11",".45","1.21","8.79","13.61","10.50","18401"
"Shin-Soo Choo","Rangers","BAL @ TEX","DH","4.80","1.21",".76",".23",".02",".19",".80",".59",".06",".04",".84",".80","8.80","13.66","10.28","3174"
"Rougned Odor","Rangers","BAL @ TEX","","4.69","1.16",".67",".24",".03",".22",".74",".71",".11",".08",".45",".92","8.50","13.25","10.02","12282"
"Trea Turner","Nationals","CIN @ WSH","SS","4.59","1.26",".88",".20",".04",".15",".72",".56",".27",".12",".39",".80","8.37","12.97","10.08","16252"
"Matt Adams","Nationals","CIN @ WSH","1B","4.16","1.15",".65",".21",".01",".29",".67",".92",".01",".01",".35",".81","8.36","13.14","9.81","9393"
"Juan Soto","Nationals","CIN @ WSH","LF","4.27","1.09",".65",".20",".02",".21",".72",".80",".04",".03",".65",".70","8.42","13.17","9.77","20123"
"Wil Myers","Padres","SD @ CHC","RF","4.63","1.12",".64",".23",".01",".24",".70",".60",".13",".06",".53",".99","8.37","13.00","9.87","10047"
"Freddie Freeman","Braves","ATL @ NYM","1B","4.60","1.23",".76",".24",".01",".22",".69",".63",".05",".03",".54",".87","8.24","12.81","9.75","5361"
"Paul Goldschmidt","Diamondbacks","SF @ ARI","1B","4.32","1.03",".55",".22",".02",".25",".66",".62",".06",".03",".65","1.11","8.19","12.73","9.56","9218"
"Nelson Cruz","Mariners","TOR @ SEA","DH","4.26","1.02",".54",".16",".01",".31",".65",".77",".01",".01",".48","1.04","8.13","12.72","9.48","2434"
"Ozzie Albies","Braves","ATL @ NYM","2B","4.72","1.26",".78",".24",".04",".20",".71",".56",".14",".07",".29",".78","8.02","12.45","9.66","16556"
